"","col","row","sample_id","sizeFactor","cluster.init","spatial.cluster"
"Gene_40",-0.691927425046235,3.14808961375866,"sample01",0.813029844091431,4,1
"Gene_41",3.56330324859789,0.0328163479804394,"sample01",1.11379582337342,2,4
"Gene_42",-3.18071927534321,-9.32899681935138,"sample01",1.07317433253515,2,2
"Gene_43",3.07238285364401,4.33807724457223,"sample01",0.813029844091431,4,1
"Gene_44",-2.75727663110591,-6.61538518939172,"sample01",1.11379582337342,3,3
"Gene_45",3.02860373657263,-1.19623382755194,"sample01",1.07317433253515,2,2
"Gene_46",6.98988618260202,2.57578740668006,"sample01",0.813029844091431,4,1
"Gene_47",-6.18230753169326,-0.785196045556594,"sample01",1.11379582337342,2,4
"Gene_48",-2.48136985488145,8.10514156472012,"sample01",1.07317433253515,2,2
"Gene_49",8.18226266436639,-0.0195117074342595,"sample01",0.813029844091431,1,1
"Gene_50",5.92829489849813,4.18026173183454,"sample01",1.11379582337342,3,3
"Gene_51",2.87469170050205,3.22854212860393,"sample01",1.07317433253515,2,2
"Gene_52",-6.14291651110159,0.186678466918571,"sample01",0.813029844091431,1,1
"Gene_53",-4.53440703350902,3.34176055152053,"sample01",1.11379582337342,2,4
"Gene_54",1.2964640125937,6.89946949937382,"sample01",1.07317433253515,2,2
"Gene_55",-3.17632731844981,0.8449006408003,"sample01",0.813029844091431,4,1
"Gene_56",5.14966839505428,-6.42465559946271,"sample01",1.11379582337342,3,3
"Gene_57",-7.70178749418705,6.24038875364914,"sample01",1.07317433253515,2,2
"Gene_58",1.97938583337887,2.96862168735979,"sample01",0.813029844091431,4,1
"Gene_59",4.87710726925854,-5.92191712005813,"sample01",1.11379582337342,3,3
"Gene_60",-6.01048247394492,-7.55542984418392,"sample01",1.07317433253515,2,2
"Gene_61",-4.20435279731306,0.44937117556658,"sample01",0.813029844091431,1,1
"Gene_62",2.76398496929206,7.99856574667695,"sample01",1.11379582337342,3,3
"Gene_63",8.19994135384298,-3.03242891294381,"sample01",1.07317433253515,2,2
"Gene_64",3.49067597475877,-5.5834465673809,"sample01",0.813029844091431,1,1
"Gene_65",4.01320711033276,2.12952195356807,"sample01",1.11379582337342,3,4
"Gene_66",0.168619357625739,6.7646296619827,"sample01",1.07317433253515,3,2
"Gene_67",7.6839170425669,0.46907259444051,"sample01",0.813029844091431,4,1
"Gene_68",-1.81694801163207,-7.31513361218962,"sample01",1.11379582337342,2,4
"Gene_69",-8.68368561720811,-4.61841298159398,"sample01",1.07317433253515,3,2
"Gene_70",-7.47116521842452,0.588209700307845,"sample01",0.813029844091431,4,1
"Gene_71",6.87384798829499,-6.86420314172447,"sample01",1.11379582337342,3,3
"Gene_72",-3.16385079347559,8.69721243664078,"sample01",1.07317433253515,2,2
"Gene_73",1.57940720607047,6.18309371463859,"sample01",0.813029844091431,4,1
"Gene_74",2.22743855762707,5.05365593839204,"sample01",1.11379582337342,2,4
"Gene_75",-3.46026471380042,-0.234661788869959,"sample01",1.07317433253515,2,2
"Gene_76",7.17751970004341,-5.52438672358244,"sample01",0.813029844091431,4,1
"Gene_77",3.69382496563137,1.93945513472099,"sample01",1.11379582337342,3,3
"Gene_78",2.93773795813046,1.93952462086422,"sample01",1.07317433253515,2,2
"Gene_79",8.56945798307111,0.790193609365589,"sample01",0.813029844091431,1,1
"Gene_80",3.13375963191104,5.9342806034139,"sample01",1.11379582337342,3,3
"Gene_81",5.80014719596013,3.00091722940243,"sample01",1.07317433253515,3,2
"Gene_82",1.50179393124505,-7.51069328709212,"sample01",0.813029844091431,4,1
"Gene_83",-6.9782269389616,-3.64301574752795,"sample01",1.11379582337342,3,3
"Gene_84",3.04133933973612,-5.68517528627328,"sample01",1.07317433253515,3,2
"Gene_85",5.31454479507929,8.2927149676293,"sample01",0.813029844091431,1,1
"Gene_86",-2.02164438129281,-8.70007934431265,"sample01",1.11379582337342,3,3
"Gene_87",-2.60449554691546,-8.30356104547985,"sample01",1.07317433253515,3,2
"Gene_88",9.11506115891227,-2.77851158899073,"sample01",0.813029844091431,4,1
"Gene_89",0.713322758732145,1.75460974995331,"sample01",1.11379582337342,3,3
"Gene_90",-0.583970541016757,8.34961502094405,"sample01",1.07317433253515,3,2
"Gene_91",-1.20204941561008,6.42697198075564,"sample01",0.813029844091431,4,1
"Gene_92",-9.63980241086141,0.23970807290018,"sample01",1.11379582337342,3,3
"Gene_93",5.98514257705511,-6.02241053290712,"sample01",1.07317433253515,2,2
"Gene_94",2.28085985250348,-5.51179869276813,"sample01",0.813029844091431,4,1
"Gene_95",-6.58893898149096,4.14357104780079,"sample01",1.11379582337342,2,4
"Gene_96",2.91755256305823,2.07088361354951,"sample01",1.07317433253515,3,2
"Gene_97",3.76526254964158,0.430319486364888,"sample01",0.813029844091431,4,1
"Gene_98",7.07844875314691,5.03547840594743,"sample01",1.11379582337342,2,4
"Gene_99",3.60485251781626,-7.19671314810151,"sample01",1.07317433253515,2,2
"Gene_100",7.94391438159893,-5.6191482698268,"sample01",0.813029844091431,4,1
"Gene_101",6.41373256616192,1.37616283755549,"sample01",1.11379582337342,3,3
"Gene_102",14.561781527008,-0.78809671785211,"sample01",1.07317433253515,3,2
"Gene_103",16.1387336501034,1.70527880518983,"sample01",0.813029844091431,4,1
"Gene_104",2.01667509800037,4.59070865791911,"sample01",1.11379582337342,2,4
"Gene_105",17.4436719146335,6.64500907778442,"sample01",1.07317433253515,2,2
"Gene_106",10.1960805067343,-1.32404716807885,"sample01",0.813029844091431,1,1
"Gene_107",5.99625176663766,5.62077788457655,"sample01",1.11379582337342,2,4
"Gene_108",15.5868067187049,-4.55687388035779,"sample01",1.07317433253515,2,2
"Gene_109",18.1350376851157,0.417405270646353,"sample01",0.813029844091431,1,1
"Gene_110",13.5305653971325,0.81150570499578,"sample01",1.11379582337342,2,4
"Gene_111",8.72553278264154,9.09805094090463,"sample01",1.07317433253515,3,2
"Gene_112",12.3226722865893,6.15877465839611,"sample01",0.813029844091431,1,1
"Gene_113",7.41118013366238,-0.82405724395063,"sample01",1.11379582337342,3,3
"Gene_114",11.199724082554,-9.11189381683868,"sample01",1.07317433253515,2,2
"Gene_115",5.89992420301022,-2.27174579457038,"sample01",0.813029844091431,1,1
"Gene_116",12.5484922939484,-6.07556639600197,"sample01",1.11379582337342,2,4
"Gene_117",14.3527059920522,8.39480552312521,"sample01",1.07317433253515,3,2
"Gene_118",10.910684436672,-6.75344992162166,"sample01",0.813029844091431,1,1
"Gene_119",10.6775989979251,6.2000728683256,"sample01",1.11379582337342,2,4
"Gene_120",8.26237557256414,-2.18927859769742,"sample01",1.07317433253515,2,2
"Gene_121",16.738462649632,4.5750588403878,"sample01",0.813029844091431,1,1
"Gene_122",14.7899610841584,1.77117656941768,"sample01",1.11379582337342,2,4
"Gene_123",12.2750321949517,9.47299194419046,"sample01",1.07317433253515,2,2
"Gene_124",1.45396212664365,4.95942662002428,"sample01",0.813029844091431,4,1
"Gene_125",15.1773875941332,-7.8117636338254,"sample01",1.11379582337342,2,4
"Gene_126",13.0630354616379,6.87201277258898,"sample01",1.07317433253515,2,2
"Gene_127",7.21094802065138,-2.49157438603092,"sample01",0.813029844091431,4,1
"Gene_128",12.4583873021922,3.92729992860411,"sample01",1.11379582337342,2,4
"Gene_129",4.04873329645408,4.32892446016229,"sample01",1.07317433253515,2,2
"Gene_130",7.15870744763124,7.44794399156651,"sample01",0.813029844091431,4,1
"Gene_131",6.0553195537824,-5.44773009524166,"sample01",1.11379582337342,2,4
"Gene_132",5.26633048779608,-6.07237573600468,"sample01",1.07317433253515,3,2
"Gene_133",8.70086564268615,-4.54949591729059,"sample01",0.813029844091431,1,1
"Gene_134",15.121714345791,8.10751807234672,"sample01",1.11379582337342,3,3
"Gene_135",3.82967618869313,-4.04858027772623,"sample01",1.07317433253515,3,2
"Gene_136",2.31261375310312,3.17727574407791,"sample01",0.813029844091431,4,1
"Gene_137",2.17753465102571,3.3120414323293,"sample01",1.11379582337342,3,3
"Gene_138",10.0495824994361,9.77605906047368,"sample01",1.07317433253515,2,2
"Gene_139",5.39903931564072,0.863726564443818,"sample01",0.813029844091431,1,1
"Gene_140",9.33178377770496,4.8891152617779,"sample01",1.11379582337342,3,3
"Gene_141",6.76903783674992,4.79312410092042,"sample01",1.07317433253515,3,2
"Gene_142",9.75500778786679,-7.62774079457325,"sample01",0.813029844091431,4,1
"Gene_143",5.62410167549575,-5.59839834201217,"sample01",1.11379582337342,3,3
"Gene_144",3.40824958376724,0.679923589886006,"sample01",1.07317433253515,3,2
"Gene_145",13.3962520162465,5.81741660726526,"sample01",0.813029844091431,1,1
"Gene_146",14.7174469270534,-3.1575298941803,"sample01",1.11379582337342,3,3
"Gene_147",5.93354714138686,-7.98093272867668,"sample01",1.07317433253515,3,2
"Gene_148",5.93643667730057,-8.21441674558024,"sample01",0.813029844091431,4,1
"Gene_149",16.1846210280874,1.91791167831439,"sample01",1.11379582337342,3,3
"Gene_150",12.8233529133691,0.337258395595288,"sample01",1.07317433253515,3,2
"Gene_151",5.17410741686779,-1.11377640402442,"sample01",0.813029844091431,4,1
"Gene_152",3.32770784092796,5.93104871722714,"sample01",1.11379582337342,3,3
"Gene_153",3.3776664139208,-4.53233787161217,"sample01",1.07317433253515,2,2
"Gene_154",14.4172200875589,-0.475700300178139,"sample01",0.813029844091431,1,1
"Gene_155",18.0045773573083,-2.69373873604669,"sample01",1.11379582337342,2,4
"Gene_156",10.193967493215,-1.75191463496242,"sample01",1.07317433253515,2,2
"Gene_157",15.5677644865186,-0.951470018682474,"sample01",0.813029844091431,1,1
"Gene_158",5.63017083558687,5.63476568580924,"sample01",1.11379582337342,3,3
"Gene_159",19.2807857297971,-0.140871470846742,"sample01",1.07317433253515,3,2
"Gene_160",14.389672140335,-0.454682177063703,"sample01",0.813029844091431,4,1
"Gene_161",18.7082391639027,1.1176460175202,"sample01",1.11379582337342,2,4
"Gene_162",16.8229230539264,0.004070277265354,"sample01",1.07317433253515,3,2
"Gene_163",16.5613304459247,6.98254903622906,"sample01",0.813029844091431,4,1
"Gene_164",16.5854440171687,0.750994221780062,"sample01",1.11379582337342,2,4
"Gene_165",7.13340735382463,-8.68650004262825,"sample01",1.07317433253515,3,2
"Gene_166",8.77396943388125,-2.51292881735497,"sample01",0.813029844091431,1,1
"Gene_167",7.0850361134679,-7.83153087162554,"sample01",1.11379582337342,3,3
"Gene_168",9.47699225021478,9.03794494412673,"sample01",1.07317433253515,3,2
"Gene_169",3.25579326581585,-0.77692561266459,"sample01",0.813029844091431,4,1
"Gene_170",1.92707015239889,1.8368004846461,"sample01",1.11379582337342,3,3
"Gene_171",12.5228907810826,-4.10632114137419,"sample01",1.07317433253515,3,2
"Gene_172",5.53371914025183,0.286809320656344,"sample01",0.813029844091431,1,1
"Gene_173",13.3460785554058,3.02684762499476,"sample01",1.11379582337342,2,4
"Gene_174",9.19243282188848,0.177579660165892,"sample01",1.07317433253515,3,2
"Gene_175",8.03189490865841,-8.01852498459258,"sample01",0.813029844091431,4,1
"Gene_176",14.0170893263223,-2.59980547016005,"sample01",1.11379582337342,3,3
"Gene_177",13.411665781824,-4.57500958603754,"sample01",1.07317433253515,2,2
"Gene_178",1.46598669450658,-4.32268165560881,"sample01",0.813029844091431,4,1
"Gene_179",12.024923393091,6.94003731399883,"sample01",1.11379582337342,3,3
"Gene_180",14.8833480747184,-4.43338311939808,"sample01",1.07317433253515,3,2
"Gene_181",3.63334082520095,7.04292948640811,"sample01",0.813029844091431,4,1
"Gene_182",7.99203886991763,-7.07861690259446,"sample01",1.11379582337342,3,3
"Gene_183",1.50248912634015,3.018430950215,"sample01",1.07317433253515,2,2
"Gene_184",12.4781009174717,-7.86261257206734,"sample01",0.813029844091431,4,1
"Gene_185",4.30692842766768,1.83378735656469,"sample01",1.11379582337342,2,4
"Gene_186",15.5401606816877,4.34272464401024,"sample01",1.07317433253515,3,2
"Gene_187",6.01360047586696,-6.99245680742912,"sample01",0.813029844091431,4,1
"Gene_188",15.0777183748444,-6.12820153784345,"sample01",1.11379582337342,2,4
"Gene_189",18.5316793070241,-5.12836381596156,"sample01",1.07317433253515,2,2
"Gene_190",12.6336564873303,5.49257739606035,"sample01",0.813029844091431,4,1
"Gene_191",7.48204686692212,1.21192203016633,"sample01",1.11379582337342,2,4
"Gene_192",17.0463700617324,-2.40063523600337,"sample01",1.07317433253515,3,2
"Gene_193",3.38405881386746,-0.502773567967864,"sample01",0.813029844091431,4,1
"Gene_194",11.1178758449823,8.40232043393104,"sample01",1.11379582337342,2,4
"Gene_195",5.68453584715817,-6.64093173375992,"sample01",1.07317433253515,2,2
"Gene_196",13.8960131658188,4.57860264942417,"sample01",0.813029844091431,1,1
"Gene_197",9.85987435546928,-9.75497095567698,"sample01",1.11379582337342,3,3
"Gene_198",4.25327890853213,-7.39337102873037,"sample01",1.07317433253515,3,2
"Gene_199",17.9033227744667,-3.28872428413426,"sample01",0.813029844091431,4,1
"Gene_200",8.74704963554691,-0.415273819922295,"sample01",1.11379582337342,3,3
"Gene_201",-3.73908981122714,17.0366970464606,"sample01",1.07317433253515,2,2
"Gene_202",-11.6145331771768,6.05454069084756,"sample01",0.813029844091431,4,1
"Gene_203",-0.0740204746803234,7.87641595384212,"sample01",1.11379582337342,2,4
"Gene_204",-4.47679812637562,18.4062978809538,"sample01",1.07317433253515,3,2
"Gene_205",-3.02036475096647,-0.716885336375601,"sample01",0.813029844091431,4,1
"Gene_206",-2.47211058380798,6.34474692383765,"sample01",1.11379582337342,2,4
"Gene_207",-7.77079674008051,-0.316109002969673,"sample01",1.07317433253515,2,2
"Gene_208",-1.10457517438144,16.2532139625569,"sample01",0.813029844091431,4,1
"Gene_209",0.635395228426441,14.0229448715177,"sample01",1.11379582337342,3,3
"Gene_210",-2.93265187752465,8.67832246935081,"sample01",1.07317433253515,2,2
"Gene_211",0.221244460936062,7.43978452080175,"sample01",0.813029844091431,4,1
"Gene_212",-0.928540263432753,1.06828962180832,"sample01",1.11379582337342,3,3
"Gene_213",-8.16674547403668,8.8784861198515,"sample01",1.07317433253515,3,2
"Gene_214",-12.6793690679715,7.05389680833886,"sample01",0.813029844091431,1,1
"Gene_215",-9.6114683453211,7.92834598246134,"sample01",1.11379582337342,3,3
"Gene_216",-12.0534637540774,7.21934639899342,"sample01",1.07317433253515,3,2
"Gene_217",-1.62988720942309,0.643296367964242,"sample01",0.813029844091431,4,1
"Gene_218",1.62498644803453,1.63384516239218,"sample01",1.11379582337342,3,3
"Gene_219",-3.16899906823693,-0.519881486116804,"sample01",1.07317433253515,2,2
"Gene_220",-3.83129758298709,7.11918975404508,"sample01",0.813029844091431,1,1
"Gene_221",-3.72382800643815,13.6999154722413,"sample01",1.11379582337342,2,4
"Gene_222",-12.8356810403674,12.6175686113173,"sample01",1.07317433253515,3,2
"Gene_223",-1.69561464916664,9.39735157506356,"sample01",0.813029844091431,1,1
"Gene_224",-2.4706731957256,-0.84916602138796,"sample01",1.11379582337342,2,4
"Gene_225",-0.253658314505417,4.33264258978438,"sample01",1.07317433253515,3,2
"Gene_226",-8.43992854511075,1.02595745124248,"sample01",0.813029844091431,1,1
"Gene_227",-2.13546507878134,1.59287550790133,"sample01",1.11379582337342,2,4
"Gene_228",-0.875698877764489,3.18402779201318,"sample01",1.07317433253515,2,2
"Gene_229",-10.0546860000782,2.91885566535083,"sample01",0.813029844091431,4,1
"Gene_230",-2.48952908363186,6.06540836653651,"sample01",1.11379582337342,2,4
"Gene_231",-4.0574733678011,11.527331965817,"sample01",1.07317433253515,2,2
"Gene_232",-6.75780791060891,17.2625368975549,"sample01",0.813029844091431,1,1
"Gene_233",0.963346210589435,15.7560351745692,"sample01",1.11379582337342,3,3
"Gene_234",-11.5806719478346,15.3633075016759,"sample01",1.07317433253515,2,2
"Gene_235",-0.572363068118314,1.63264856005317,"sample01",0.813029844091431,1,1
"Gene_236",0.361152078330355,13.0360297502031,"sample01",1.11379582337342,3,3
"Gene_237",-7.01043944645403,3.24663095605791,"sample01",1.07317433253515,2,2
"Gene_238",-10.595841980952,13.6795064896672,"sample01",0.813029844091431,1,1
"Gene_239",0.747203208141759,13.0071175733875,"sample01",1.11379582337342,2,4
"Gene_240",-9.21805318467587,7.27727499065242,"sample01",1.07317433253515,3,2
"Gene_241",-6.28673964717787,13.0870275350458,"sample01",0.813029844091431,1,1
"Gene_242",-4.41993696151878,5.43323322358584,"sample01",1.11379582337342,2,4
"Gene_243",-4.34816375678105,10.6400540206417,"sample01",1.07317433253515,2,2
"Gene_244",-7.69732801743499,0.148400218768868,"sample01",0.813029844091431,4,1
"Gene_245",-9.57794665057667,3.98752641066271,"sample01",1.11379582337342,2,4
"Gene_246",-0.0330901863847614,12.8952950925593,"sample01",1.07317433253515,2,2
"Gene_247",-5.29378538936341,17.0015730103472,"sample01",0.813029844091431,4,1
"Gene_248",-6.12912856700063,18.2128062807381,"sample01",1.11379582337342,2,4
"Gene_249",-2.12162341369343,3.97995710059581,"sample01",1.07317433253515,2,2
"Gene_250",-0.502411977264461,7.1467476381941,"sample01",0.813029844091431,4,1
"Gene_251",-1.75548327963232,6.68489889608325,"sample01",1.11379582337342,2,4
"Gene_252",-2.52399048093374,0.695659623439276,"sample01",1.07317433253515,2,2
"Gene_253",-2.52399251699126,16.2556373460977,"sample01",0.813029844091431,1,1
"Gene_254",-3.51667622572849,6.66019607778566,"sample01",1.11379582337342,2,4
"Gene_255",-8.04819301132249,9.50021637598561,"sample01",1.07317433253515,3,2
"Gene_256",-5.65656032645732,18.4960885381932,"sample01",0.813029844091431,1,1
"Gene_257",-10.5285475170278,3.35501219746707,"sample01",1.11379582337342,2,4
"Gene_258",-6.40333328614881,16.9097902760357,"sample01",1.07317433253515,2,2
"Gene_259",-0.164075275594238,4.95317533946201,"sample01",0.813029844091431,1,1
"Gene_260",0.815249623770807,14.6563854909123,"sample01",1.11379582337342,2,4
"Gene_261",3.87050695604119,9.79306275141428,"sample01",1.07317433253515,3,2
"Gene_262",-14.104276211393,7.17433041370647,"sample01",0.813029844091431,1,1
"Gene_263",-10.7729275016299,7.59584875691354,"sample01",1.11379582337342,3,3
"Gene_264",-6.25319706742571,13.2870738690688,"sample01",1.07317433253515,2,2
"Gene_265",-9.06335954074081,1.82334728957341,"sample01",0.813029844091431,4,1
"Gene_266",-3.12147037665413,2.42341515872399,"sample01",1.11379582337342,2,4
"Gene_267",-11.1958794784879,12.2434258453242,"sample01",1.07317433253515,2,2
"Gene_268",-11.0500759222546,15.2515201705474,"sample01",0.813029844091431,1,1
"Gene_269",-7.03285680955551,17.7923576582773,"sample01",1.11379582337342,2,4
"Gene_270",-4.39349986648023,6.14062439566282,"sample01",1.07317433253515,2,2
"Gene_271",-6.71604821393513,13.5775713906061,"sample01",0.813029844091431,1,1
"Gene_272",-1.794164389404,7.77913548641486,"sample01",1.11379582337342,3,3
"Gene_273",-0.226876225101155,11.4807752032187,"sample01",1.07317433253515,3,2
"Gene_274",-6.62550646796146,-0.157048464781226,"sample01",0.813029844091431,4,1
"Gene_275",-12.071206178787,2.85090342724935,"sample01",1.11379582337342,2,4
"Gene_276",1.93469068342013,3.85621858226516,"sample01",1.07317433253515,3,2
"Gene_277",-6.67100263689539,17.5109297349528,"sample01",0.813029844091431,1,1
"Gene_278",-11.0525659909552,5.47293574566447,"sample01",1.11379582337342,2,4
"Gene_279",-0.823343038349955,15.3757266035653,"sample01",1.07317433253515,2,2
"Gene_280",0.328156247718725,8.36294060660873,"sample01",0.813029844091431,1,1
"Gene_281",-1.45148016831862,1.11005105382414,"sample01",1.11379582337342,2,4
"Gene_282",-10.8643509443144,12.8154055837928,"sample01",1.07317433253515,3,2
"Gene_283",-5.61577746880416,13.7333811578657,"sample01",0.813029844091431,1,1
"Gene_284",0.500410236227457,13.4571988771279,"sample01",1.11379582337342,3,3
"Gene_285",-7.72887593734883,3.90517935046694,"sample01",1.07317433253515,3,2
"Gene_286",-9.21432331809724,4.35556297085798,"sample01",0.813029844091431,1,1
"Gene_287",0.0587115690285182,13.087598740277,"sample01",1.11379582337342,3,3
"Gene_288",-2.30240457998707,2.0198422337108,"sample01",1.07317433253515,3,2
"Gene_289",-3.32538952367513,18.27351068467,"sample01",0.813029844091431,4,1
"Gene_290",-6.95321816872116,7.1258499239594,"sample01",1.11379582337342,3,3
"Gene_291",-8.07450160108127,-0.627164007985089,"sample01",1.07317433253515,3,2
"Gene_292",-6.20070424300583,0.513356301874989,"sample01",0.813029844091431,4,1
"Gene_293",1.97951872447136,8.93007228203879,"sample01",1.11379582337342,2,4
"Gene_294",0.0931457374020867,16.7739738270693,"sample01",1.07317433253515,3,2
"Gene_295",-1.41259300097992,2.78585276300501,"sample01",0.813029844091431,1,1
"Gene_296",-1.63475631138618,5.44467769421514,"sample01",1.11379582337342,2,4
"Gene_297",-3.49571307704908,9.77377023514329,"sample01",1.07317433253515,3,2
"Gene_298",2.69123998205148,4.09009382442421,"sample01",0.813029844091431,1,1
"Gene_299",-11.242740979392,11.7065066550568,"sample01",1.11379582337342,3,3
"Gene_300",-11.5890934875133,9.38896165568579,"sample01",1.07317433253515,3,2
