x,y,phenotype,niche,type1,type2,patient,1,2
-1.5815062074784263,8.130066556453222,type1,1,1,0,1,1,0
-2.828696961217726,5.720787233765606,type1,1,1,0,1,1,0
-9.820637533707584,2.275452566167915,type1,1,1,0,1,1,0
-4.571132792855854,1.4626030152562297,type1,1,1,0,1,1,0
-17.278262252490833,0.0265230483504519,type1,1,1,0,1,1,0
-17.927097005892154,9.494642032513836,type1,1,1,0,1,1,0
-3.332870843302146,6.338629630860128,type1,1,1,0,1,1,0
-15.436939686580804,0.8099750788296034,type1,1,1,0,1,1,0
-9.770400524579932,8.36008656265413,type1,1,1,0,1,1,0
-12.207886845141598,9.934149892407032,type1,1,1,0,1,1,0
-19.1011682340402,5.595355253370729,type1,1,1,0,1,1,0
-3.4495507108357977,5.561062548029114,type1,1,1,0,1,1,0
-4.683975439378646,8.216886068715786,type1,1,1,0,1,1,0
-17.320074034402136,2.988257648987301,type1,1,1,0,1,1,0
-12.196535760056268,4.215084128934745,type1,1,1,0,1,1,0
-10.776595265044527,8.816241538559689,type1,1,1,0,1,1,0
-2.391196372528036,1.7544036356682513,type1,1,1,0,1,1,0
-11.175658779796926,6.053808683295408,type1,1,1,0,1,1,0
-15.67685327026757,9.010706600021871,type1,1,1,0,1,1,0
-3.450044630435791,4.438272519679457,type1,1,1,0,1,1,0
-0.9052600339873996,7.553459995893387,type1,1,1,0,1,1,0
-1.651125460112933,9.951572381171951,type1,1,1,0,1,1,0
-10.494124080512854,4.052259969052281,type1,1,1,0,1,1,0
-16.34901498870689,4.355251809530783,type1,1,1,0,1,1,0
-13.336399398959704,6.47886671498876,type1,1,1,0,1,1,0
-5.514832907867845,5.683569383726095,type1,1,1,0,1,1,0
-17.58908551247004,0.5699855395175923,type1,1,1,0,1,1,0
-3.998901532657083,2.1558445192971663,type1,1,1,0,1,1,0
-18.9789281032555,5.503323945220745,type1,1,1,0,1,1,0
-15.58754883132023,0.8445686154099685,type1,1,1,0,1,1,0
-3.383618462416045,0.2274880281265068,type1,1,1,0,1,1,0
-14.487109739979092,2.7341875388814154,type1,1,1,0,1,1,0
-10.376986503024622,5.727070268903888,type1,1,1,0,1,1,0
-2.338477014760418,2.70573609321203,type1,1,1,0,1,1,0
-15.428106976174082,4.335396694095895,type1,1,1,0,1,1,0
-16.53340208438663,4.1364689191180615,type1,1,1,0,1,1,0
-11.704317590149806,6.991287034601909,type1,1,1,0,1,1,0
-6.591102007095165,5.071741575401046,type1,1,1,0,1,1,0
-8.599439466776094,2.011681221217648,type1,1,1,0,1,1,0
-13.21305110365303,2.6760595461338434,type1,1,1,0,1,1,0
-3.876205889318463,6.039778528658787,type1,1,1,0,1,1,0
-14.112837915865937,5.195923125654987,type1,1,1,0,1,1,0
-12.86387990731984,7.926252107495934,type1,1,1,0,1,1,0
-12.447066447621069,7.638828988594395,type1,1,1,0,1,1,0
-12.314517028424577,0.6656755352535404,type1,1,1,0,1,1,0
-17.45667362144104,2.480118965985827,type1,1,1,0,1,1,0
-5.114973336878636,7.731498355730009,type1,1,1,0,1,1,0
-15.306700149706824,6.137706561258806,type1,1,1,0,1,1,0
-2.524763627976185,1.5462919905970407,type1,1,1,0,1,1,0
-5.570909192395742,1.7984507893619883,type1,1,1,0,1,1,0
-12.81989574192367,7.178695820836968,type1,1,1,0,1,1,0
-7.856371007465658,1.6857649193672186,type1,1,1,0,1,1,0
-6.517849247739235,1.1663310753022016,type1,1,1,0,1,1,0
-18.561353181420927,4.395014224692467,type1,1,1,0,1,1,0
-7.675220314472693,1.8422852179926288,type1,1,1,0,1,1,0
-11.724147440221008,8.658351380940209,type1,1,1,0,1,1,0
-13.502289588487518,0.6686745928117532,type1,1,1,0,1,1,0
-5.927417770265059,5.249160178870062,type1,1,1,0,1,1,0
-8.993032081133842,7.726578816466041,type1,1,1,0,1,1,0
-5.1164298841276,8.354426851833876,type1,1,1,0,1,1,0
-6.8679426725868815,5.467950798652658,type1,1,1,0,1,1,0
-13.125140539717384,2.8694337120554634,type1,1,1,0,1,1,0
-9.765394433620576,2.525048015504444,type1,1,1,0,1,1,0
-13.688967035233688,4.885657605158603,type1,1,1,0,1,1,0
-18.56941868441153,5.090583170140647,type1,1,1,0,1,1,0
-10.578422483096077,0.1552846008631203,type1,1,1,0,1,1,0
-10.56536603391769,7.075944956915552,type1,1,1,0,1,1,0
-13.50799642173076,8.86568799084836,type1,1,1,0,1,1,0
-18.475164577820344,2.873186679263568,type1,1,1,0,1,1,0
-14.023204542003512,2.2040492610945384,type1,1,1,0,1,1,0
-7.286036632688637,9.329969738724731,type1,1,1,0,1,1,0
-17.171975900694193,2.7178316487650718,type1,1,1,0,1,1,0
-5.0184132288676135,0.6121538347193878,type1,1,1,0,1,1,0
-18.9475873020747,3.2990673267467385,type1,1,1,0,1,1,0
-8.501970217716789,0.2647102593985873,type1,1,1,0,1,1,0
-0.4457264485732715,1.7492556718061736,type1,1,1,0,1,1,0
-5.005886159196948,7.728533678594682,type1,1,1,0,1,1,0
-3.1811504207022523,2.123660518513123,type1,1,1,0,1,1,0
-15.701763275975653,9.011399411332608,type1,1,1,0,1,1,0
-2.0098050604863538,3.451795113755919,type1,1,1,0,1,1,0
-6.99360116415429,6.737921518831419,type1,1,1,0,1,1,0
-0.8653868627683927,6.786680666808175,type1,1,1,0,1,1,0
-14.75135458181412,7.476373789105745,type1,1,1,0,1,1,0
-9.170293147326658,1.5136991130643485,type1,1,1,0,1,1,0
-9.188841866810815,3.873585402499934,type1,1,1,0,1,1,0
-4.48188151791053,1.0180161876642924,type1,1,1,0,1,1,0
-0.7936500036988434,5.465026069882265,type1,1,1,0,1,1,0
-3.256573690420076,8.2498936257671,type1,1,1,0,1,1,0
-0.2417086017062395,3.830001659453055,type1,1,1,0,1,1,0
-3.918942680270696,9.58582780224638,type1,1,1,0,1,1,0
-7.019129027580036,3.101075627918174,type1,1,1,0,1,1,0
-3.644289279013172,9.765565255696494,type1,1,1,0,1,1,0
-5.972684115006139,9.247220957712331,type1,1,1,0,1,1,0
-12.695922193781731,5.639043987481046,type1,1,1,0,1,1,0
-16.832793312634312,9.704384476811544,type1,1,1,0,1,1,0
-13.6462895730451,7.094475438497229,type1,1,1,0,1,1,0
-9.517753158674346,7.873355878170601,type1,1,1,0,1,1,0
-15.363379458069438,8.505997846873457,type1,1,1,0,1,1,0
-11.0607595066023,6.971302321392928,type1,1,1,0,1,1,0
-11.367237045672203,7.268070138994322,type1,1,1,0,1,1,0
-13.111781480286869,3.0658049016958944,type1,1,1,0,1,1,0
-2.305222182227197,0.2135720688750453,type1,1,1,0,1,1,0
-3.9958777271264583,4.192503368353564,type1,1,1,0,1,1,0
-7.994832596670998,5.012524939993312,type1,1,1,0,1,1,0
-0.8457255201511131,0.2948968242883332,type1,1,1,0,1,1,0
-13.65002197244032,9.429472029243875,type1,1,1,0,1,1,0
-2.382435818692933,6.451667145608156,type1,1,1,0,1,1,0
-15.259225426229468,2.563841626507858,type1,1,1,0,1,1,0
-18.423988697111906,4.656272729576017,type1,1,1,0,1,1,0
-14.255342923570897,7.352475213321634,type1,1,1,0,1,1,0
-5.792640850942883,0.3783893663251125,type1,1,1,0,1,1,0
-15.75597701488566,6.596164923655399,type1,1,1,0,1,1,0
-9.059602987210576,9.36593343209998,type1,1,1,0,1,1,0
-5.904648190829986,4.467080363867925,type1,1,1,0,1,1,0
-19.3543140719849,3.4483990916619223,type1,1,1,0,1,1,0
-17.62822600158938,5.295922750990476,type1,1,1,0,1,1,0
-9.548801165316242,3.0028540602002773,type1,1,1,0,1,1,0
-15.754776699096318,6.022834325927122,type1,1,1,0,1,1,0
-12.80190295764128,4.842779614177644,type1,1,1,0,1,1,0
-13.418793599760429,6.373486188600582,type1,1,1,0,1,1,0
-3.470687153673616,8.595352372843752,type1,1,1,0,1,1,0
-17.333651237883966,5.226929779673576,type1,1,1,0,1,1,0
-6.868870107577845,2.424174931877272,type1,1,1,0,1,1,0
-1.9937769617886725,0.8573613078267706,type1,1,1,0,1,1,0
-5.766477576497371,6.273642925722939,type1,1,1,0,1,1,0
-2.339408128185255,8.114521500261956,type1,1,1,0,1,1,0
-8.627113127695964,4.991348350168013,type1,1,1,0,1,1,0
-16.206717499426432,3.27213994198424,type1,1,1,0,1,1,0
-13.302908109011916,1.6056848225675224,type1,1,1,0,1,1,0
-13.457733674934998,3.5698672529733466,type1,1,1,0,1,1,0
-0.8102886536835001,1.5009764576369489,type1,1,1,0,1,1,0
-19.653119086885223,3.749564566699149,type1,1,1,0,1,1,0
-19.57688373568012,1.3338664395940358,type1,1,1,0,1,1,0
-11.898712416038723,6.722908662267581,type1,1,1,0,1,1,0
-7.3639798239582195,6.808557184610776,type1,1,1,0,1,1,0
-14.096031025422262,4.855210223104354,type1,1,1,0,1,1,0
-18.86995848741803,2.322006203189356,type1,1,1,0,1,1,0
-1.9310122518726052,6.058129775034072,type1,1,1,0,1,1,0
-3.9431629106955697,8.139624944600248,type1,1,1,0,1,1,0
-4.648110912872269,9.637862350451538,type1,1,1,0,1,1,0
-2.836588918172506,0.2186134381823978,type1,1,1,0,1,1,0
-1.7857648876564838,3.250756724032644,type1,1,1,0,1,1,0
-2.906945793905834,7.021838152401692,type1,1,1,0,1,1,0
-1.5638511881836692,2.322341635403956,type1,1,1,0,1,1,0
-10.087001590201288,7.897832049770882,type1,1,1,0,1,1,0
-13.474445992707556,7.815808250003505,type1,1,1,0,1,1,0
-2.5196390279196947,4.6395882609421255,type1,1,1,0,1,1,0
-11.389481386448526,7.392237085236197,type1,1,1,0,1,1,0
-12.030569462161148,0.2407366339296002,type1,1,1,0,1,1,0
-14.074782784338936,9.355921910297011,type1,1,1,0,1,1,0
-6.538077508417421,3.927052446479694,type1,1,1,0,1,1,0
-7.302149625074321,0.031550274608233,type1,1,1,0,1,1,0
-3.994804710413632,2.757494629096655,type1,1,1,0,1,1,0
-9.064877677230804,6.742234843534471,type1,1,1,0,1,1,0
-8.178911442485115,5.035082131220291,type1,1,1,0,1,1,0
-19.05889610291601,9.232860828991868,type1,1,1,0,1,1,0
-13.851854480917597,9.095463710424625,type1,1,1,0,1,1,0
-17.39779540378833,6.284714223810656,type1,1,1,0,1,1,0
-18.31964262225112,7.733833397983824,type1,1,1,0,1,1,0
-17.190507451152097,2.706272343784011,type1,1,1,0,1,1,0
-9.47591571374347,6.318454844141778,type1,1,1,0,1,1,0
-7.668356067052004,2.468734851343384,type1,1,1,0,1,1,0
-19.147946569907845,6.021903844981869,type1,1,1,0,1,1,0
-2.250458921506894,4.794868712334365,type1,1,1,0,1,1,0
-2.3060568952152742,1.3375836941807706,type1,1,1,0,1,1,0
-5.116660935093931,2.221147751347864,type1,1,1,0,1,1,0
-0.740042316840178,0.717071438843041,type1,1,1,0,1,1,0
-13.464109426856153,6.709589417329841,type1,1,1,0,1,1,0
-6.699816994768838,4.310654034456096,type1,1,1,0,1,1,0
-5.360514667170602,2.112228483221542,type1,1,1,0,1,1,0
-5.035611401745996,7.773046723025617,type1,1,1,0,1,1,0
-5.453647442018406,5.019865792896559,type1,1,1,0,1,1,0
-12.785096018858956,4.577935816184045,type1,1,1,0,1,1,0
-15.25306165645052,3.0006833479805985,type1,1,1,0,1,1,0
-13.48300946722918,3.1471133997604728,type1,1,1,0,1,1,0
-9.379778240101848,8.364547782531005,type1,1,1,0,1,1,0
-1.969278495400072,3.3986376540207983,type1,1,1,0,1,1,0
-12.056451553749548,7.701105583337781,type1,1,1,0,1,1,0
-18.06919363876836,3.007478571018277,type1,1,1,0,1,1,0
-12.226842758049044,7.836074524931061,type1,1,1,0,1,1,0
-6.717103985662934,7.088151572653098,type1,1,1,0,1,1,0
-9.25250512276937,2.8194443457174123,type1,1,1,0,1,1,0
-13.980482007146362,8.647766212795938,type1,1,1,0,1,1,0
-8.254169567151708,1.6547313287456855,type1,1,1,0,1,1,0
-2.448624515345795,3.598146706661771,type1,1,1,0,1,1,0
-6.748897859935859,9.243649559294113,type1,1,1,0,1,1,0
-12.77317158423072,8.195257154138359,type1,1,1,0,1,1,0
-16.15182419046597,7.245721732554234,type1,1,1,0,1,1,0
-18.736182633256615,3.5770677975872145,type1,1,1,0,1,1,0
-12.693309023268323,6.1742536024883865,type1,1,1,0,1,1,0
-3.7144071642362384,0.9096897310723572,type1,1,1,0,1,1,0
-3.5517592126994515,6.758573757893812,type1,1,1,0,1,1,0
-12.43036399084436,9.678188474682512,type1,1,1,0,1,1,0
-19.32723174676031,9.601197085461568,type1,1,1,0,1,1,0
-12.056558614286546,2.472913719838536,type1,1,1,0,1,1,0
-1.629495056850896,7.057318239245993,type1,1,1,0,1,1,0
-15.168969281866056,2.785503831499589,type1,1,1,0,1,1,0
-0.4276577781530868,5.277130694013574,type1,1,1,0,1,1,0
-12.93675445305632,0.0617416445491547,type1,1,1,0,1,1,0
-11.93502466881098,1.2957977424488898,type1,1,1,0,1,1,0
-8.604021168090739,0.1514973217887361,type1,1,1,0,1,1,0
-4.524055965445079,4.089622643487446,type1,1,1,0,1,1,0
-4.168676452260678,1.4466443819645358,type1,1,1,0,1,1,0
-2.8590753994725944,9.246833915230887,type1,1,1,0,1,1,0
-2.5285394011332656,0.5228478523130631,type1,1,1,0,1,1,0
-3.503630138177755,5.1228618399664425,type1,1,1,0,1,1,0
-15.79952758078094,0.3740109897720955,type1,1,1,0,1,1,0
-5.1877431066565,6.281151984316487,type1,1,1,0,1,1,0
-0.80552075213118,4.6901119412114864,type1,1,1,0,1,1,0
-18.27351166428374,1.3392612596563205,type1,1,1,0,1,1,0
-16.25466520619925,2.095961782996841,type1,1,1,0,1,1,0
-17.10728404869771,5.950671142291614,type1,1,1,0,1,1,0
-19.782700907818217,5.231300451874806,type1,1,1,0,1,1,0
-16.70342112181609,4.91058583807343,type1,1,1,0,1,1,0
-13.624088192035304,1.4469292069584871,type1,1,1,0,1,1,0
-4.408138142120158,7.491051445770034,type1,1,1,0,1,1,0
-5.950085374689767,3.987612206484679,type1,1,1,0,1,1,0
-0.0863347081716909,6.282922832418688,type1,1,1,0,1,1,0
-4.715457224547304,3.423457774112045,type1,1,1,0,1,1,0
-13.029078403854196,8.66820752360572,type1,1,1,0,1,1,0
-1.5035984753831857,4.0592789077737965,type1,1,1,0,1,1,0
-6.820854760865473,7.343577048075646,type1,1,1,0,1,1,0
-10.40728685561074,1.977607403085594,type1,1,1,0,1,1,0
-16.929815530475917,3.972868552230424,type1,1,1,0,1,1,0
-14.8742963135196,4.066431434134861,type1,1,1,0,1,1,0
-1.5017782585483488,0.8858625256979757,type1,1,1,0,1,1,0
-6.946090013720363,8.741306221524965,type1,1,1,0,1,1,0
-12.478547593474229,4.269787530061098,type1,1,1,0,1,1,0
-16.43842696993989,1.5113161239639183,type1,1,1,0,1,1,0
-14.96392874050178,0.5658973678673762,type1,1,1,0,1,1,0
-12.15550083677051,6.364144228872903,type1,1,1,0,1,1,0
-3.1094387081830317,2.0708554853513936,type1,1,1,0,1,1,0
-3.2584273992250807,3.400903966600308,type1,1,1,0,1,1,0
-5.480347641241714,0.110402575298304,type1,1,1,0,1,1,0
-4.730380877594012,2.158812914227539,type1,1,1,0,1,1,0
-2.328295119631683,4.841399990062331,type1,1,1,0,1,1,0
-5.444077765666258,8.571665058766648,type1,1,1,0,1,1,0
-3.4735164120867417,5.234393353843721,type1,1,1,0,1,1,0
-6.1929442581495024,5.841157791091809,type1,1,1,0,1,1,0
-7.41959124713917,5.445965769249849,type1,1,1,0,1,1,0
-0.8880002719871669,4.2484208658566125,type1,1,1,0,1,1,0
-16.115708444458242,4.277692019621119,type1,1,1,0,1,1,0
-8.286399374648255,7.7578882183330204,type1,1,1,0,1,1,0
-12.313032799116415,9.437263070307278,type1,1,1,0,1,1,0
-17.412488378307277,6.932968353033692,type1,1,1,0,1,1,0
-16.59132644264228,1.822002079551992,type1,1,1,0,1,1,0
-18.68360826490475,2.1951791161843293,type1,1,1,0,1,1,0
-19.993565182396942,0.3449942438935105,type1,1,1,0,1,1,0
-17.370961836324025,4.145428156340981,type1,1,1,0,1,1,0
-11.73040044309835,6.7732121791211055,type1,1,1,0,1,1,0
-5.305153917787745,8.676770027161599,type1,1,1,0,1,1,0
-19.455786988251496,0.8326490613989068,type1,1,1,0,1,1,0
-6.039682473698013,3.507767418625841,type1,1,1,0,1,1,0
-5.974677432065095,1.7043857958545516,type1,1,1,0,1,1,0
-2.248627186163855,9.298593225171755,type1,1,1,0,1,1,0
-7.221158123545594,2.9742026227034977,type1,1,1,0,1,1,0
-15.44812078997478,9.384812967333428,type1,1,1,0,1,1,0
-9.33462672000897,3.410524441875493,type1,1,1,0,1,1,0
-18.08025507376728,9.22884077919383,type1,1,1,0,1,1,0
-9.586509360746795,4.442007093913244,type1,1,1,0,1,1,0
-4.877788124814783,6.87902490318412,type1,1,1,0,1,1,0
-9.272857858637526,7.875067304080544,type1,1,1,0,1,1,0
-12.809394466534592,8.746405001996788,type1,1,1,0,1,1,0
-17.592726063148405,1.7343349626118243,type1,1,1,0,1,1,0
-17.869635461020582,6.132228395757931,type1,1,1,0,1,1,0
-7.9032147231642735,2.0976521686720706,type1,1,1,0,1,1,0
-19.73167851404188,6.661352019077448,type1,1,1,0,1,1,0
-17.445111146982853,4.073000068708642,type1,1,1,0,1,1,0
-6.272383961288895,8.38537567746124,type1,1,1,0,1,1,0
-19.829617822783167,4.921940691903993,type1,1,1,0,1,1,0
-2.4644733763894457,8.672171082173211,type1,1,1,0,1,1,0
-18.817927055842517,4.711990693641887,type1,1,1,0,1,1,0
-4.186299676371764,9.580344921982904,type1,1,1,0,1,1,0
-11.54462087953348,0.0675760720301121,type1,1,1,0,1,1,0
-8.780225850027875,6.476709168231267,type1,1,1,0,1,1,0
-15.457229485970077,1.1044296500872164,type1,1,1,0,1,1,0
-15.951750542729354,5.562042346043878,type1,1,1,0,1,1,0
-7.019181964685217,5.157709588731044,type1,1,1,0,1,1,0
-11.608620772748557,8.987426796885373,type1,1,1,0,1,1,0
-8.644903012322702,2.667384034037545,type1,1,1,0,1,1,0
-9.188592323721023,1.8936161192611445,type1,1,1,0,1,1,0
-9.26106533680822,0.7447968120053094,type1,1,1,0,1,1,0
-17.433915064125816,7.997746100965386,type1,1,1,0,1,1,0
-8.063313009752594,1.3665682035495097,type1,1,1,0,1,1,0
-11.645560589061308,4.695482405004311,type1,1,1,0,1,1,0
-15.884482315008077,6.633529431632352,type1,1,1,0,1,1,0
-14.718239200784888,1.7322928637242665,type1,1,1,0,1,1,0
-11.9809310479512,5.597096255279509,type1,1,1,0,1,1,0
-6.537830699814236,3.857413249530772,type1,1,1,0,1,1,0
-19.559913200899143,4.45692662479585,type1,1,1,0,1,1,0
-13.766574742463227,6.251906439748477,type1,1,1,0,1,1,0
-19.497367676896555,6.10706301245752,type1,1,1,0,1,1,0
-6.765994447806044,6.382742535309491,type1,1,1,0,1,1,0
-19.987018349221945,7.576047970213694,type1,1,1,0,1,1,0
-7.368649020570888,3.085829873184541,type1,1,1,0,1,1,0
-14.382399162657348,4.1761427196554965,type1,1,1,0,1,1,0
-1.5406270070789567,8.282043560632607,type1,1,1,0,1,1,0
-4.243073159339879,5.365223552618652,type1,1,1,0,1,1,0
-4.127170370172056,6.277907774544457,type1,1,1,0,1,1,0
-17.514491151315482,9.004158492991527,type1,1,1,0,1,1,0
-15.371882371328734,8.665219936812322,type1,1,1,0,1,1,0
-0.97050721627053,6.19417127442205,type1,1,1,0,1,1,0
-19.801158897155645,5.05551469235825,type1,1,1,0,1,1,0
-13.538312927960432,8.119658260464812,type1,1,1,0,1,1,0
-14.873149831569666,4.694071114531706,type1,1,1,0,1,1,0
-12.198036208685268,9.068860586463568,type1,1,1,0,1,1,0
-3.981436257379002,6.963792588045322,type1,1,1,0,1,1,0
-6.4579335454548215,3.207030076094229,type1,1,1,0,1,1,0
-11.90232379106658,8.32956833375308,type1,1,1,0,1,1,0
-17.375940203705895,9.621714353204744,type1,1,1,0,1,1,0
-4.301157164773798,9.397260928503302,type1,1,1,0,1,1,0
-3.6370099831738822,7.067188051881683,type1,1,1,0,1,1,0
-6.855243324663135,2.084122673570743,type1,1,1,0,1,1,0
-12.65661991059332,9.579960277512011,type1,1,1,0,1,1,0
-18.3761689451825,3.148387017419981,type1,1,1,0,1,1,0
-7.102489211219877,9.21522160830071,type1,1,1,0,1,1,0
-11.326720902433925,2.804788724836356,type1,1,1,0,1,1,0
-8.618154189642027,1.8551144757570148,type1,1,1,0,1,1,0
-16.113096618684352,7.891633757541911,type1,1,1,0,1,1,0
-16.5383454136176,1.9610416449398504,type1,1,1,0,1,1,0
-10.02697860140983,2.9088356214902147,type1,1,1,0,1,1,0
-16.249732809410165,6.100427261584923,type1,1,1,0,1,1,0
-3.945455906850064,5.668955001844783,type1,1,1,0,1,1,0
-10.892627269548106,4.594414585774851,type1,1,1,0,1,1,0
-8.855807284396846,2.911437372413276,type1,1,1,0,1,1,0
-2.7855989581212945,9.15247603740535,type1,1,1,0,1,1,0
-1.798180731277775,3.347160524512022,type1,1,1,0,1,1,0
-12.732712115677282,8.775508602231985,type1,1,1,0,1,1,0
-0.5937886859492352,4.918434170750736,type1,1,1,0,1,1,0
-1.9680992078075012,0.5434740860386678,type1,1,1,0,1,1,0
-15.597126209235451,5.03909370487023,type1,1,1,0,1,1,0
-13.669204216658116,5.300424111178321,type1,1,1,0,1,1,0
-16.895994445101195,4.93996642158733,type1,1,1,0,1,1,0
-7.116685345373979,4.161827841080381,type1,1,1,0,1,1,0
-14.846736966624237,7.181050414383101,type1,1,1,0,1,1,0
-14.009006831338498,5.194731492846351,type1,1,1,0,1,1,0
-16.606437551966295,9.38826186986626,type1,1,1,0,1,1,0
-17.894253525659675,2.4915677407800607,type1,1,1,0,1,1,0
-13.11568187815887,1.703886768249745,type1,1,1,0,1,1,0
-15.967393372580297,9.468802458740454,type1,1,1,0,1,1,0
-8.643748546148453,8.49472913497732,type1,1,1,0,1,1,0
-12.809411370412755,5.739788039298669,type1,1,1,0,1,1,0
-5.426229958903896,1.0860332411357276,type1,1,1,0,1,1,0
-19.634780114251257,0.0275862600814091,type1,1,1,0,1,1,0
-11.609826093866095,1.4962151473805174,type1,1,1,0,1,1,0
-12.54273456622233,5.208550750232344,type1,1,1,0,1,1,0
-2.048818120982279,4.573387143783902,type1,1,1,0,1,1,0
-9.88688082682346,0.770424266303813,type1,1,1,0,1,1,0
-11.39614379621354,6.5696873841268335,type1,1,1,0,1,1,0
-18.9141513184882,5.995971840617388,type1,1,1,0,1,1,0
-16.283606862206426,6.495382045201872,type1,1,1,0,1,1,0
-15.78303814282727,1.5249445806721285,type1,1,1,0,1,1,0
-18.065382860496943,0.1095817149836297,type1,1,1,0,1,1,0
-5.270909993490756,6.38275632112045,type1,1,1,0,1,1,0
-17.728746847401464,7.031868884034248,type1,1,1,0,1,1,0
-4.121795927908174,7.085513676645002,type1,1,1,0,1,1,0
-1.3810227896024507,3.055010766957956,type1,1,1,0,1,1,0
-16.621728875480972,9.05939129630805,type1,1,1,0,1,1,0
-18.619110436122696,9.71369302783022,type1,1,1,0,1,1,0
-0.3993731330194521,7.848808628549001,type1,1,1,0,1,1,0
-12.466026390244211,3.979837052920836,type1,1,1,0,1,1,0
-14.746147706103375,6.403573144220523,type1,1,1,0,1,1,0
-1.0750966003865337,9.48478291094028,type1,1,1,0,1,1,0
-10.635515427638644,6.602830048875022,type1,1,1,0,1,1,0
-6.206145651875817,4.736474987832178,type1,1,1,0,1,1,0
-5.090023307662506,2.629805019741611,type1,1,1,0,1,1,0
-11.885442766992789,9.605035936903436,type1,1,1,0,1,1,0
-19.35102249727981,6.191098029592005,type1,1,1,0,1,1,0
-9.823859914668017,1.1276250463027226,type1,1,1,0,1,1,0
