,phenotype_type1,phenotype_type2
207,1,0
208,1,0
209,1,0
210,1,0
211,1,0
212,1,0
213,1,0
214,1,0
215,1,0
216,1,0
217,1,0
218,1,0
219,1,0
220,1,0
221,1,0
222,1,0
223,1,0
224,1,0
225,1,0
226,1,0
227,1,0
228,1,0
229,1,0
230,1,0
231,1,0
232,1,0
233,1,0
234,1,0
235,1,0
236,1,0
237,1,0
238,1,0
239,1,0
240,1,0
241,1,0
242,1,0
243,1,0
244,1,0
245,1,0
246,1,0
247,1,0
248,1,0
249,1,0
250,1,0
251,1,0
252,1,0
253,1,0
254,1,0
255,1,0
256,1,0
257,1,0
258,1,0
259,1,0
260,1,0
261,1,0
262,1,0
263,1,0
264,1,0
265,1,0
266,1,0
267,1,0
268,1,0
269,1,0
270,1,0
271,1,0
272,1,0
273,1,0
274,1,0
275,1,0
276,1,0
277,1,0
278,1,0
279,1,0
280,1,0
281,1,0
282,1,0
283,1,0
284,1,0
285,1,0
286,1,0
287,1,0
288,1,0
289,1,0
290,1,0
291,1,0
292,1,0
293,1,0
294,1,0
295,1,0
296,1,0
297,1,0
298,1,0
299,1,0
300,1,0
301,1,0
302,1,0
303,1,0
304,1,0
305,1,0
306,1,0
307,1,0
308,1,0
309,1,0
310,1,0
311,1,0
312,1,0
313,1,0
314,1,0
315,1,0
316,1,0
317,1,0
318,1,0
319,1,0
320,1,0
321,1,0
322,1,0
323,1,0
324,1,0
325,1,0
326,1,0
327,1,0
328,1,0
329,1,0
330,1,0
331,1,0
332,1,0
333,1,0
334,1,0
335,1,0
336,1,0
337,1,0
338,1,0
339,1,0
340,1,0
341,1,0
342,1,0
343,1,0
344,1,0
345,1,0
346,1,0
347,1,0
348,1,0
349,1,0
350,1,0
351,1,0
352,1,0
353,1,0
354,1,0
355,1,0
356,1,0
357,1,0
358,1,0
359,1,0
360,1,0
361,1,0
362,1,0
363,1,0
364,1,0
365,1,0
366,1,0
367,1,0
368,1,0
369,1,0
370,1,0
371,1,0
372,1,0
373,1,0
374,1,0
375,1,0
376,1,0
377,1,0
378,1,0
379,1,0
380,1,0
381,1,0
382,1,0
383,1,0
384,1,0
385,1,0
386,1,0
387,1,0
388,1,0
389,1,0
390,1,0
391,1,0
392,1,0
393,1,0
394,1,0
395,1,0
396,1,0
397,1,0
398,1,0
399,1,0
400,1,0
401,1,0
402,1,0
403,1,0
404,1,0
405,1,0
406,1,0
407,1,0
408,1,0
409,1,0
410,1,0
411,1,0
412,1,0
413,1,0
414,1,0
415,1,0
416,1,0
417,1,0
418,1,0
419,1,0
420,1,0
421,1,0
422,1,0
423,1,0
424,1,0
425,1,0
426,1,0
427,1,0
428,1,0
429,1,0
430,1,0
431,1,0
432,1,0
433,1,0
434,1,0
435,1,0
436,1,0
437,1,0
438,1,0
439,1,0
440,1,0
441,1,0
442,1,0
443,1,0
444,1,0
445,1,0
446,1,0
447,1,0
448,1,0
449,1,0
450,1,0
451,1,0
452,1,0
453,1,0
454,1,0
455,1,0
456,1,0
457,1,0
458,1,0
459,1,0
460,1,0
461,1,0
462,1,0
463,1,0
464,1,0
465,1,0
466,1,0
467,1,0
468,1,0
469,1,0
470,1,0
471,1,0
472,1,0
473,1,0
474,1,0
475,1,0
476,1,0
477,1,0
478,1,0
479,1,0
480,1,0
481,1,0
482,1,0
483,1,0
484,1,0
485,1,0
486,1,0
487,1,0
488,1,0
489,1,0
490,1,0
491,1,0
492,1,0
493,1,0
494,1,0
495,1,0
496,1,0
497,1,0
498,1,0
499,1,0
500,0,1
501,0,1
502,0,1
503,0,1
504,1,0
505,1,0
506,1,0
507,1,0
508,0,1
509,0,1
510,0,1
511,0,1
512,0,1
513,0,1
514,0,1
515,1,0
516,0,1
517,1,0
518,1,0
519,1,0
520,1,0
521,1,0
522,1,0
523,1,0
524,1,0
525,1,0
526,0,1
527,0,1
528,1,0
529,1,0
530,0,1
531,1,0
532,0,1
533,0,1
534,0,1
535,0,1
536,1,0
537,0,1
538,1,0
539,0,1
540,0,1
541,0,1
542,1,0
543,0,1
544,1,0
545,1,0
546,1,0
547,1,0
548,0,1
549,0,1
550,1,0
551,0,1
552,1,0
553,0,1
554,0,1
555,0,1
556,1,0
557,0,1
558,1,0
559,0,1
560,0,1
561,1,0
562,0,1
563,0,1
564,0,1
565,0,1
566,1,0
567,1,0
568,1,0
569,1,0
570,1,0
571,0,1
572,0,1
573,0,1
574,1,0
575,1,0
576,1,0
577,1,0
578,1,0
579,1,0
580,1,0
581,1,0
582,0,1
583,1,0
584,0,1
585,0,1
586,0,1
587,1,0
588,1,0
589,1,0
590,0,1
591,0,1
592,1,0
593,0,1
594,0,1
595,0,1
596,1,0
597,1,0
598,1,0
599,1,0
600,0,1
601,0,1
602,1,0
603,1,0
604,0,1
605,0,1
606,1,0
607,0,1
608,0,1
609,0,1
610,1,0
611,1,0
612,1,0
613,0,1
614,1,0
615,1,0
616,0,1
617,1,0
618,1,0
619,0,1
620,1,0
621,0,1
622,1,0
623,0,1
624,1,0
625,1,0
626,0,1
627,1,0
628,1,0
629,1,0
630,1,0
631,0,1
632,0,1
633,0,1
634,0,1
635,1,0
636,0,1
637,1,0
638,1,0
639,1,0
640,0,1
641,0,1
642,0,1
643,1,0
644,0,1
645,1,0
646,1,0
647,1,0
648,1,0
649,1,0
650,0,1
651,1,0
652,0,1
653,1,0
654,1,0
655,0,1
656,1,0
657,0,1
658,1,0
659,1,0
660,1,0
661,1,0
662,1,0
663,1,0
664,0,1
665,0,1
666,0,1
667,0,1
668,0,1
669,0,1
670,0,1
671,1,0
672,1,0
673,0,1
674,0,1
675,0,1
676,1,0
677,0,1
678,0,1
679,0,1
680,1,0
681,0,1
682,0,1
683,0,1
684,0,1
685,1,0
686,1,0
687,1,0
688,0,1
689,0,1
690,0,1
691,1,0
692,0,1
693,1,0
694,0,1
695,1,0
696,1,0
697,1,0
698,0,1
699,1,0
700,1,0
701,1,0
702,1,0
703,0,1
704,0,1
705,1,0
706,0,1
707,0,1
708,1,0
709,1,0
710,0,1
711,1,0
712,0,1
713,0,1
714,0,1
715,1,0
716,0,1
717,1,0
718,0,1
719,0,1
720,0,1
721,0,1
722,0,1
723,1,0
724,1,0
725,1,0
726,0,1
727,0,1
728,0,1
729,0,1
730,1,0
731,0,1
732,1,0
733,0,1
734,1,0
735,0,1
736,1,0
737,0,1
738,1,0
739,1,0
740,1,0
741,0,1
742,0,1
743,1,0
744,1,0
745,0,1
746,1,0
747,0,1
748,0,1
749,1,0
750,1,0
751,0,1
752,0,1
753,1,0
754,0,1
755,1,0
756,1,0
757,0,1
758,0,1
759,1,0
760,0,1
761,0,1
762,0,1
763,1,0
764,0,1
765,1,0
766,1,0
767,1,0
768,1,0
769,0,1
770,1,0
771,1,0
772,0,1
773,1,0
774,0,1
775,0,1
776,0,1
777,1,0
778,0,1
779,1,0
780,0,1
781,1,0
782,1,0
783,1,0
784,1,0
785,0,1
786,0,1
787,0,1
788,1,0
789,1,0
790,1,0
791,1,0
792,1,0
793,1,0
794,1,0
795,1,0
796,0,1
797,1,0
798,0,1
799,1,0
800,1,0
801,1,0
802,1,0
803,0,1
804,0,1
805,1,0
806,1,0
807,0,1
808,0,1
809,1,0
810,0,1
811,1,0
812,1,0
813,0,1
814,1,0
815,1,0
816,1,0
817,1,0
818,1,0
819,1,0
820,0,1
821,1,0
822,0,1
823,0,1
824,0,1
825,0,1
826,0,1
827,1,0
828,1,0
829,1,0
830,1,0
831,0,1
832,0,1
833,0,1
834,0,1
835,1,0
836,1,0
837,1,0
838,1,0
839,0,1
840,1,0
841,0,1
842,0,1
843,0,1
844,1,0
845,1,0
846,0,1
847,1,0
848,0,1
849,1,0
850,0,1
851,0,1
852,1,0
853,0,1
854,0,1
855,1,0
856,0,1
857,1,0
858,0,1
859,1,0
860,0,1
861,0,1
862,0,1
863,1,0
864,1,0
865,1,0
866,1,0
867,1,0
868,0,1
869,1,0
870,1,0
871,1,0
872,0,1
873,1,0
874,1,0
875,0,1
876,1,0
877,0,1
878,1,0
879,0,1
880,1,0
881,1,0
882,0,1
883,0,1
884,0,1
885,1,0
886,1,0
887,0,1
888,1,0
889,1,0
890,0,1
891,1,0
892,1,0
893,0,1
894,1,0
895,1,0
896,1,0
897,1,0
898,1,0
899,0,1
900,0,1
901,1,0
902,0,1
903,0,1
904,1,0
905,0,1
906,1,0
907,0,1
908,1,0
909,0,1
910,0,1
911,1,0
912,0,1
913,0,1
914,0,1
915,0,1
916,1,0
917,0,1
918,1,0
919,1,0
920,1,0
921,1,0
922,0,1
923,0,1
924,0,1
925,0,1
926,0,1
927,0,1
928,1,0
929,0,1
930,0,1
931,0,1
932,0,1
933,0,1
934,0,1
935,0,1
936,1,0
937,1,0
938,1,0
939,0,1
940,1,0
941,0,1
942,1,0
943,1,0
944,1,0
945,0,1
946,1,0
947,1,0
948,0,1
949,0,1
950,1,0
951,0,1
952,1,0
953,0,1
954,1,0
955,0,1
956,0,1
957,0,1
958,1,0
959,1,0
960,0,1
961,0,1
962,0,1
963,1,0
964,0,1
965,1,0
966,1,0
967,1,0
968,1,0
969,1,0
970,0,1
971,0,1
972,1,0
973,1,0
974,0,1
975,0,1
976,0,1
977,0,1
978,0,1
979,0,1
980,0,1
981,0,1
982,0,1
983,0,1
984,0,1
985,0,1
986,0,1
987,0,1
988,0,1
989,0,1
990,1,0
991,1,0
992,0,1
993,0,1
994,1,0
995,0,1
996,0,1
997,1,0
998,1,0
999,1,0
1000,0,1
1001,0,1
1002,0,1
1003,0,1
1004,0,1
1005,0,1
1006,0,1
1007,0,1
1008,0,1
1009,0,1
1010,0,1
1011,0,1
1012,0,1
1013,0,1
1014,0,1
1015,0,1
1016,0,1
1017,0,1
1018,0,1
1019,0,1
1020,0,1
1021,0,1
1022,0,1
1023,0,1
1024,0,1
1025,0,1
1026,0,1
1027,0,1
1028,0,1
1029,0,1
1030,0,1
1031,0,1
1032,0,1
1033,0,1
1034,0,1
1035,0,1
1036,0,1
1037,0,1
1038,0,1
1039,0,1
1040,0,1
1041,0,1
1042,0,1
1043,0,1
1044,0,1
1045,0,1
1046,0,1
1047,0,1
1048,0,1
1049,0,1
1050,0,1
1051,0,1
1052,0,1
1053,0,1
1054,0,1
1055,0,1
1056,0,1
1057,0,1
1058,0,1
1059,0,1
1060,0,1
1061,0,1
1062,0,1
1063,0,1
1064,0,1
1065,0,1
1066,0,1
1067,0,1
1068,0,1
1069,0,1
1070,0,1
1071,0,1
1072,0,1
1073,0,1
1074,0,1
1075,0,1
1076,0,1
1077,0,1
1078,0,1
1079,0,1
1080,0,1
1081,0,1
1082,0,1
1083,0,1
1084,0,1
1085,0,1
1086,0,1
1087,0,1
1088,0,1
1089,0,1
1090,0,1
1091,0,1
1092,0,1
1093,0,1
1094,0,1
1095,0,1
1096,0,1
1097,0,1
1098,0,1
1099,0,1
1100,0,1
1101,0,1
1102,0,1
1103,0,1
1104,0,1
1105,0,1
1106,0,1
1107,0,1
1108,0,1
1109,0,1
1110,0,1
1111,0,1
1112,0,1
1113,0,1
1114,0,1
1115,0,1
1116,0,1
1117,0,1
1118,0,1
1119,0,1
1120,0,1
1121,0,1
1122,0,1
1123,0,1
1124,0,1
1125,0,1
1126,0,1
1127,0,1
1128,0,1
1129,0,1
1130,0,1
1131,0,1
1132,0,1
1133,0,1
1134,0,1
1135,0,1
1136,0,1
1137,0,1
1138,0,1
1139,0,1
1140,0,1
1141,0,1
1142,0,1
1143,0,1
1144,0,1
1145,0,1
1146,0,1
1147,0,1
1148,0,1
1149,0,1
1150,0,1
1151,0,1
1152,0,1
1153,0,1
1154,0,1
1155,0,1
1156,0,1
1157,0,1
1158,0,1
1159,0,1
1160,0,1
1161,0,1
1162,0,1
1163,0,1
1164,0,1
1165,0,1
1166,0,1
1167,0,1
1168,0,1
1169,0,1
1170,0,1
1171,0,1
1172,0,1
1173,0,1
1174,0,1
1175,0,1
1176,0,1
1177,0,1
1178,0,1
1179,0,1
1180,0,1
1181,0,1
1182,0,1
1183,0,1
1184,0,1
1185,0,1
1186,0,1
1187,0,1
1188,0,1
1189,0,1
1190,0,1
1191,0,1
1192,0,1
1193,0,1
1194,0,1
1195,0,1
1196,0,1
1197,0,1
1198,0,1
1199,0,1
1200,0,1
1201,0,1
1202,0,1
1203,0,1
1204,0,1
1205,0,1
1206,0,1
1207,0,1
1208,0,1
1209,0,1
1210,0,1
1211,0,1
1212,0,1
1213,0,1
1214,0,1
1215,0,1
1216,0,1
1217,0,1
1218,0,1
1219,0,1
1220,0,1
1221,0,1
1222,0,1
1223,0,1
1224,0,1
1225,0,1
1226,0,1
1227,0,1
1228,0,1
1229,0,1
1230,0,1
1231,0,1
1232,0,1
1233,0,1
1234,0,1
1235,0,1
1236,0,1
1237,0,1
1238,0,1
1239,0,1
1240,0,1
1241,0,1
1242,0,1
1243,0,1
1244,0,1
1245,0,1
1246,0,1
1247,0,1
1248,0,1
1249,0,1
1250,0,1
1251,0,1
1252,0,1
1253,0,1
1254,0,1
1255,0,1
1256,0,1
1257,0,1
1258,0,1
1259,0,1
1260,0,1
1261,0,1
1262,0,1
1263,0,1
1264,0,1
1265,0,1
1266,0,1
1267,0,1
1268,0,1
1269,0,1
1270,0,1
1271,0,1
1272,0,1
1273,0,1
1274,0,1
1275,0,1
1276,0,1
1277,0,1
1278,0,1
1279,0,1
1280,0,1
1281,0,1
1282,0,1
1283,0,1
1284,0,1
1285,0,1
1286,0,1
1287,0,1
1288,0,1
1289,0,1
1290,0,1
1291,0,1
1292,0,1
1293,0,1
1294,0,1
1295,0,1
1296,0,1
1297,0,1
1298,0,1
1299,0,1
1300,0,1
1301,0,1
1302,0,1
1303,0,1
1304,0,1
1305,0,1
1306,0,1
1307,0,1
1308,0,1
1309,0,1
1310,0,1
1311,0,1
1312,0,1
1313,0,1
1314,0,1
1315,0,1
1316,0,1
1317,0,1
1318,0,1
1319,0,1
1320,0,1
1321,0,1
1322,0,1
1323,0,1
1324,0,1
1325,0,1
1326,0,1
1327,0,1
1328,0,1
1329,0,1
1330,0,1
1331,0,1
1332,0,1
1333,0,1
1334,0,1
1335,0,1
1336,0,1
1337,0,1
1338,0,1
1339,0,1
1340,0,1
1341,0,1
1342,0,1
1343,0,1
1344,0,1
1345,0,1
1346,0,1
1347,0,1
1348,0,1
1349,0,1
1350,0,1
1351,0,1
1352,0,1
1353,0,1
1354,0,1
1355,0,1
1356,0,1
1357,0,1
1358,0,1
1359,0,1
1360,0,1
1361,0,1
1362,0,1
1363,0,1
1364,0,1
1365,0,1
1366,0,1
1367,0,1
1368,0,1
1369,0,1
1370,0,1
1371,0,1
1372,0,1
1373,0,1
1374,0,1
1375,0,1
1376,0,1
1377,0,1
1378,0,1
1379,0,1
1380,0,1
1381,0,1
1382,0,1
1383,0,1
1384,0,1
1385,0,1
1386,0,1
1387,0,1
1388,0,1
1389,0,1
1390,0,1
1391,0,1
1392,0,1
1393,0,1
1394,0,1
1395,0,1
1396,0,1
1397,0,1
1398,0,1
1399,0,1
1400,0,1
1401,0,1
1402,0,1
1403,0,1
1404,0,1
1405,0,1
1406,0,1
1407,0,1
1408,0,1
1409,0,1
1410,0,1
1411,0,1
1412,0,1
1413,0,1
1414,0,1
1415,0,1
1416,0,1
1417,0,1
1418,0,1
1419,0,1
1420,0,1
1421,0,1
1422,0,1
1423,0,1
1424,0,1
1425,0,1
1426,0,1
1427,0,1
1428,0,1
1429,0,1
1430,0,1
1431,0,1
1432,0,1
1433,0,1
1434,0,1
1435,0,1
1436,0,1
1437,0,1
1438,0,1
1439,0,1
1440,0,1
1441,0,1
1442,0,1
1443,0,1
1444,0,1
1445,0,1
1446,0,1
1447,0,1
1448,0,1
1449,0,1
1450,0,1
1451,0,1
1452,0,1
1453,0,1
1454,0,1
1455,0,1
1456,0,1
1457,0,1
1458,0,1
1459,0,1
1460,0,1
1461,0,1
1462,0,1
1463,0,1
1464,0,1
1465,0,1
1466,0,1
1467,0,1
1468,0,1
1469,0,1
1470,0,1
1471,0,1
1472,0,1
1473,0,1
1474,0,1
1475,0,1
1476,0,1
1477,0,1
1478,0,1
1479,0,1
1480,0,1
1481,0,1
1482,0,1
1483,0,1
1484,0,1
1485,0,1
1486,0,1
1487,0,1
1488,0,1
1489,0,1
1490,0,1
1491,0,1
1492,0,1
1493,0,1
1494,0,1
1495,0,1
1496,0,1
1497,0,1
1498,0,1
1499,0,1
