"","x","y","coords.x","coords.y","CellType","ImageNb","aggregatedNeighbors.type1","aggregatedNeighbors.type2","clustered_neighbors"
"21",-12.4056035362285,2.14487263476039,-12.4056035362285,2.14487263476039,"type1","1",1,0,"3"
"22",-17.7512970616121,9.93593622423256,-17.7512970616121,9.93593622423256,"type1","1",1,0,"3"
"23",-18.3207977601348,9.05661733095043,-18.3207977601348,9.05661733095043,"type1","1",1,0,"3"
"24",-1.13213111698443,0.568882454437116,-1.13213111698443,0.568882454437116,"type1","1",1,0,"3"
"25",-19.8616616629689,5.53693911162175,-19.8616616629689,5.53693911162175,"type1","1",1,0,"3"
"26",-10.2513060331974,0.470645216042552,-10.2513060331974,0.470645216042552,"type1","1",1,0,"3"
"27",-10.2190318131702,7.73052414010534,-10.2190318131702,7.73052414010534,"type1","1",1,0,"3"
"28",-1.43713315295165,7.14786121103161,-1.43713315295165,7.14786121103161,"type1","1",1,0,"3"
"29",-8.19826230373889,1.32904278397296,-8.19826230373889,1.32904278397296,"type1","1",1,0,"3"
"30",-4.14554541893329,5.36227490465721,-4.14554541893329,5.36227490465721,"type1","1",1,0,"3"
"31",-9.45126169051893,1.56539825496069,-9.45126169051893,1.56539825496069,"type1","1",1,0,"3"
"32",-14.3498224955175,5.03395392446757,-14.3498224955175,5.03395392446757,"type1","1",1,0,"3"
"33",-13.166996363694,1.16157116206266,-13.166996363694,1.16157116206266,"type1","1",1,0,"3"
"34",-11.4508172165636,5.23421939670132,-11.4508172165636,5.23421939670132,"type1","1",1,0,"3"
"35",-11.573151879614,3.58754857295216,-11.573151879614,3.58754857295216,"type1","1",1,0,"3"
"36",-13.2092827276953,3.51177828952458,-13.2092827276953,3.51177828952458,"type1","1",1,0,"3"
"37",-7.79779571238684,6.35071762663,-7.79779571238684,6.35071762663,"type1","1",1,0,"3"
"38",-9.0092035143838,4.29281478128867,-9.0092035143838,4.29281478128867,"type1","1",1,0,"3"
"39",-19.9751312101392,3.05443869716534,-19.9751312101392,3.05443869716534,"type1","1",1,0,"3"
"40",-0.982812742848793,9.8777074124527,-0.982812742848793,9.8777074124527,"type1","1",1,0,"3"
"41",-14.8457257557945,4.2948895632844,-14.8457257557945,4.2948895632844,"type1","1",1,0,"3"
"42",-13.7081329243269,5.59908454027193,-13.7081329243269,5.59908454027193,"type1","1",1,0,"3"
"43",-8.00576946233646,6.30940760415242,-8.00576946233646,6.30940760415242,"type1","1",1,0,"3"
"44",-12.2407218110623,8.14412947111428,-12.2407218110623,8.14412947111428,"type1","1",1,0,"3"
"45",-7.44864466616549,7.52148753929022,-7.44864466616549,7.52148753929022,"type1","1",1,0,"3"
"46",-9.61446441326465,8.67396011843282,-9.61446441326465,8.67396011843282,"type1","1",1,0,"3"
"47",-14.0308214484372,0.674505766122971,-14.0308214484372,0.674505766122971,"type1","1",1,0,"3"
"48",-16.6503329440208,6.22074763732498,-16.6503329440208,6.22074763732498,"type1","1",1,0,"3"
"49",-14.5877009115896,4.49372879579986,-14.5877009115896,4.49372879579986,"type1","1",1,0,"3"
"50",-13.0058962668151,2.94212437744293,-13.0058962668151,2.94212437744293,"type1","1",1,0,"3"
"51",-18.3189950395707,3.99214793660047,-18.3189950395707,3.99214793660047,"type1","1",1,0,"3"
"52",-2.59659147024477,6.51112243674164,-2.59659147024477,6.51112243674164,"type1","1",1,0,"3"
"53",-2.56886372805545,5.62568384716666,-2.56886372805545,5.62568384716666,"type1","1",1,0,"3"
"54",-18.4163485008069,6.40020480214498,-18.4163485008069,6.40020480214498,"type1","1",1,0,"3"
"55",-17.2285257006076,3.9257282607107,-17.2285257006076,3.9257282607107,"type1","1",1,0,"3"
"56",-13.0899430432646,5.31106142604489,-13.0899430432646,5.31106142604489,"type1","1",1,0,"3"
"57",-3.3478015861893,9.21111074618896,-3.3478015861893,9.21111074618896,"type1","1",1,0,"3"
"58",-2.18223984960635,2.83695349606448,-2.18223984960635,2.83695349606448,"type1","1",1,0,"3"
"59",-4.4455893055245,7.21843456003794,-4.4455893055245,7.21843456003794,"type1","1",1,0,"3"
"60",-13.4687423951819,6.53434592876344,-13.4687423951819,6.53434592876344,"type1","1",1,0,"3"
"61",-17.9176459807417,5.95709317917367,-17.9176459807417,5.95709317917367,"type1","1",1,0,"3"
"62",-1.58150620747843,8.13006655645322,-1.58150620747843,8.13006655645322,"type1","1",1,0,"3"
"63",-2.82869696121773,5.72078723376561,-2.82869696121773,5.72078723376561,"type1","1",1,0,"3"
"64",-9.82063753370758,2.27545256616791,-9.82063753370758,2.27545256616791,"type1","1",1,0,"3"
"65",-4.57113279285585,1.46260301525623,-4.57113279285585,1.46260301525623,"type1","1",1,0,"3"
"66",-17.2782622524908,0.0265230483504519,-17.2782622524908,0.0265230483504519,"type1","1",1,0,"3"
"67",-17.9270970058922,9.49464203251384,-17.9270970058922,9.49464203251384,"type1","1",1,0,"3"
"68",-3.33287084330215,6.33862963086013,-3.33287084330215,6.33862963086013,"type1","1",1,0,"3"
"69",-15.4369396865808,0.809975078829603,-15.4369396865808,0.809975078829603,"type1","1",1,0,"3"
"70",-9.77040052457993,8.36008656265413,-9.77040052457993,8.36008656265413,"type1","1",1,0,"3"
"71",-12.2078868451416,9.93414989240703,-12.2078868451416,9.93414989240703,"type1","1",1,0,"3"
"72",-19.1011682340402,5.59535525337073,-19.1011682340402,5.59535525337073,"type1","1",1,0,"3"
"73",-3.4495507108358,5.56106254802911,-3.4495507108358,5.56106254802911,"type1","1",1,0,"3"
"74",-4.68397543937865,8.21688606871579,-4.68397543937865,8.21688606871579,"type1","1",1,0,"3"
"75",-17.3200740344021,2.9882576489873,-17.3200740344021,2.9882576489873,"type1","1",1,0,"3"
"76",-12.1965357600563,4.21508412893474,-12.1965357600563,4.21508412893474,"type1","1",1,0,"3"
"77",-10.7765952650445,8.81624153855969,-10.7765952650445,8.81624153855969,"type1","1",1,0,"3"
"78",-2.39119637252804,1.75440363566825,-2.39119637252804,1.75440363566825,"type1","1",1,0,"3"
"79",-11.1756587797969,6.05380868329541,-11.1756587797969,6.05380868329541,"type1","1",1,0,"3"
"80",-15.6768532702676,9.01070660002187,-15.6768532702676,9.01070660002187,"type1","1",1,0,"3"
"81",-3.45004463043579,4.43827251967946,-3.45004463043579,4.43827251967946,"type1","1",1,0,"3"
"82",-0.9052600339874,7.55345999589339,-0.9052600339874,7.55345999589339,"type1","1",1,0,"3"
"83",-1.65112546011293,9.95157238117195,-1.65112546011293,9.95157238117195,"type1","1",1,0,"3"
"84",-10.4941240805129,4.05225996905228,-10.4941240805129,4.05225996905228,"type1","1",1,0,"3"
"85",-16.3490149887069,4.35525180953078,-16.3490149887069,4.35525180953078,"type1","1",1,0,"3"
"86",-13.3363993989597,6.47886671498876,-13.3363993989597,6.47886671498876,"type1","1",1,0,"3"
"87",-5.51483290786785,5.68356938372609,-5.51483290786785,5.68356938372609,"type1","1",1,0,"3"
"88",-17.58908551247,0.569985539517592,-17.58908551247,0.569985539517592,"type1","1",1,0,"3"
"89",-3.99890153265708,2.15584451929717,-3.99890153265708,2.15584451929717,"type1","1",1,0,"3"
"90",-18.9789281032555,5.50332394522075,-18.9789281032555,5.50332394522075,"type1","1",1,0,"3"
"91",-15.5875488313202,0.844568615409969,-15.5875488313202,0.844568615409969,"type1","1",1,0,"3"
"92",-3.38361846241604,0.227488028126507,-3.38361846241604,0.227488028126507,"type1","1",1,0,"3"
"93",-14.4871097399791,2.73418753888142,-14.4871097399791,2.73418753888142,"type1","1",1,0,"3"
"94",-10.3769865030246,5.72707026890389,-10.3769865030246,5.72707026890389,"type1","1",1,0,"3"
"95",-2.33847701476042,2.70573609321203,-2.33847701476042,2.70573609321203,"type1","1",1,0,"3"
"96",-15.4281069761741,4.33539669409589,-15.4281069761741,4.33539669409589,"type1","1",1,0,"3"
"97",-16.5334020843866,4.13646891911806,-16.5334020843866,4.13646891911806,"type1","1",1,0,"3"
"98",-11.7043175901498,6.99128703460191,-11.7043175901498,6.99128703460191,"type1","1",1,0,"3"
"99",-6.59110200709516,5.07174157540105,-6.59110200709516,5.07174157540105,"type1","1",1,0,"3"
"100",-8.59943946677609,2.01168122121765,-8.59943946677609,2.01168122121765,"type1","1",1,0,"3"
"101",-13.213051103653,2.67605954613384,-13.213051103653,2.67605954613384,"type1","1",1,0,"3"
"102",-3.87620588931846,6.03977852865879,-3.87620588931846,6.03977852865879,"type1","1",1,0,"3"
"103",-14.1128379158659,5.19592312565499,-14.1128379158659,5.19592312565499,"type1","1",1,0,"3"
"104",-12.8638799073198,7.92625210749593,-12.8638799073198,7.92625210749593,"type1","1",1,0,"3"
"105",-12.4470664476211,7.63882898859439,-12.4470664476211,7.63882898859439,"type1","1",1,0,"3"
"106",-12.3145170284246,0.66567553525354,-12.3145170284246,0.66567553525354,"type1","1",1,0,"3"
"107",-17.456673621441,2.48011896598583,-17.456673621441,2.48011896598583,"type1","1",1,0,"3"
"108",-5.11497333687864,7.73149835573001,-5.11497333687864,7.73149835573001,"type1","1",1,0,"3"
"109",-15.3067001497068,6.13770656125881,-15.3067001497068,6.13770656125881,"type1","1",1,0,"3"
"110",-2.52476362797618,1.54629199059704,-2.52476362797618,1.54629199059704,"type1","1",1,0,"3"
"111",-5.57090919239574,1.79845078936199,-5.57090919239574,1.79845078936199,"type1","1",1,0,"3"
"112",-12.8198957419237,7.17869582083697,-12.8198957419237,7.17869582083697,"type1","1",1,0,"3"
"113",-7.85637100746566,1.68576491936722,-7.85637100746566,1.68576491936722,"type1","1",1,0,"3"
"114",-6.51784924773924,1.1663310753022,-6.51784924773924,1.1663310753022,"type1","1",1,0,"3"
"115",-18.5613531814209,4.39501422469247,-18.5613531814209,4.39501422469247,"type1","1",1,0,"3"
"116",-7.67522031447269,1.84228521799263,-7.67522031447269,1.84228521799263,"type1","1",1,0,"3"
"117",-11.724147440221,8.65835138094021,-11.724147440221,8.65835138094021,"type1","1",1,0,"3"
"118",-13.5022895884875,0.668674592811753,-13.5022895884875,0.668674592811753,"type1","1",1,0,"3"
"119",-5.92741777026506,5.24916017887006,-5.92741777026506,5.24916017887006,"type1","1",1,0,"3"
"120",-8.99303208113384,7.72657881646604,-8.99303208113384,7.72657881646604,"type1","1",1,0,"3"
"121",-5.1164298841276,8.35442685183388,-5.1164298841276,8.35442685183388,"type1","1",1,0,"3"
"122",-6.86794267258688,5.46795079865266,-6.86794267258688,5.46795079865266,"type1","1",1,0,"3"
"123",-13.1251405397174,2.86943371205546,-13.1251405397174,2.86943371205546,"type1","1",1,0,"3"
"124",-9.76539443362058,2.52504801550444,-9.76539443362058,2.52504801550444,"type1","1",1,0,"3"
"125",-13.6889670352337,4.8856576051586,-13.6889670352337,4.8856576051586,"type1","1",1,0,"3"
"126",-18.5694186844115,5.09058317014065,-18.5694186844115,5.09058317014065,"type1","1",1,0,"3"
"127",-10.5784224830961,0.15528460086312,-10.5784224830961,0.15528460086312,"type1","1",1,0,"3"
"128",-10.5653660339177,7.07594495691555,-10.5653660339177,7.07594495691555,"type1","1",1,0,"3"
"129",-13.5079964217308,8.86568799084836,-13.5079964217308,8.86568799084836,"type1","1",1,0,"3"
"130",-18.4751645778203,2.87318667926357,-18.4751645778203,2.87318667926357,"type1","1",1,0,"3"
"131",-14.0232045420035,2.20404926109454,-14.0232045420035,2.20404926109454,"type1","1",1,0,"3"
"132",-7.28603663268864,9.32996973872473,-7.28603663268864,9.32996973872473,"type1","1",1,0,"3"
"133",-17.1719759006942,2.71783164876507,-17.1719759006942,2.71783164876507,"type1","1",1,0,"3"
"134",-5.01841322886761,0.612153834719388,-5.01841322886761,0.612153834719388,"type1","1",1,0,"3"
"135",-18.9475873020747,3.29906732674674,-18.9475873020747,3.29906732674674,"type1","1",1,0,"3"
"136",-8.50197021771679,0.264710259398587,-8.50197021771679,0.264710259398587,"type1","1",1,0,"3"
"137",-0.445726448573271,1.74925567180617,-0.445726448573271,1.74925567180617,"type1","1",1,0,"3"
"138",-5.00588615919695,7.72853367859468,-5.00588615919695,7.72853367859468,"type1","1",1,0,"3"
"139",-3.18115042070225,2.12366051851312,-3.18115042070225,2.12366051851312,"type1","1",1,0,"3"
"140",-15.7017632759757,9.01139941133261,-15.7017632759757,9.01139941133261,"type1","1",1,0,"3"
"141",-2.00980506048635,3.45179511375592,-2.00980506048635,3.45179511375592,"type1","1",1,0,"3"
"142",-6.99360116415429,6.73792151883142,-6.99360116415429,6.73792151883142,"type1","1",1,0,"3"
"143",-0.865386862768393,6.78668066680818,-0.865386862768393,6.78668066680818,"type1","1",1,0,"3"
"144",-14.7513545818141,7.47637378910574,-14.7513545818141,7.47637378910574,"type1","1",1,0,"3"
"145",-9.17029314732666,1.51369911306435,-9.17029314732666,1.51369911306435,"type1","1",1,0,"3"
"146",-9.18884186681082,3.87358540249993,-9.18884186681082,3.87358540249993,"type1","1",1,0,"3"
"147",-4.48188151791053,1.01801618766429,-4.48188151791053,1.01801618766429,"type1","1",1,0,"3"
"148",-0.793650003698843,5.46502606988227,-0.793650003698843,5.46502606988227,"type1","1",1,0,"3"
"149",-3.25657369042008,8.2498936257671,-3.25657369042008,8.2498936257671,"type1","1",1,0,"3"
"150",-0.24170860170624,3.83000165945306,-0.24170860170624,3.83000165945306,"type1","1",1,0,"3"
"151",-3.9189426802707,9.58582780224638,-3.9189426802707,9.58582780224638,"type1","1",1,0,"3"
"152",-7.01912902758004,3.10107562791817,-7.01912902758004,3.10107562791817,"type1","1",1,0,"3"
"153",-3.64428927901317,9.76556525569649,-3.64428927901317,9.76556525569649,"type1","1",1,0,"3"
"154",-5.97268411500614,9.24722095771233,-5.97268411500614,9.24722095771233,"type1","1",1,0,"3"
"155",-12.6959221937817,5.63904398748105,-12.6959221937817,5.63904398748105,"type1","1",1,0,"3"
"156",-16.8327933126343,9.70438447681154,-16.8327933126343,9.70438447681154,"type1","1",1,0,"3"
"157",-13.6462895730451,7.09447543849723,-13.6462895730451,7.09447543849723,"type1","1",1,0,"3"
"158",-9.51775315867435,7.8733558781706,-9.51775315867435,7.8733558781706,"type1","1",1,0,"3"
"159",-15.3633794580694,8.50599784687346,-15.3633794580694,8.50599784687346,"type1","1",1,0,"3"
"160",-11.0607595066023,6.97130232139293,-11.0607595066023,6.97130232139293,"type1","1",1,0,"3"
"161",-11.3672370456722,7.26807013899432,-11.3672370456722,7.26807013899432,"type1","1",1,0,"3"
"162",-13.1117814802869,3.06580490169589,-13.1117814802869,3.06580490169589,"type1","1",1,0,"3"
"163",-2.3052221822272,0.213572068875045,-2.3052221822272,0.213572068875045,"type1","1",1,0,"3"
"164",-3.99587772712646,4.19250336835356,-3.99587772712646,4.19250336835356,"type1","1",1,0,"3"
"165",-7.994832596671,5.01252493999331,-7.994832596671,5.01252493999331,"type1","1",1,0,"3"
"166",-0.845725520151113,0.294896824288333,-0.845725520151113,0.294896824288333,"type1","1",1,0,"3"
"167",-13.6500219724403,9.42947202924388,-13.6500219724403,9.42947202924388,"type1","1",1,0,"3"
"168",-2.38243581869293,6.45166714560816,-2.38243581869293,6.45166714560816,"type1","1",1,0,"3"
"169",-15.2592254262295,2.56384162650786,-15.2592254262295,2.56384162650786,"type1","1",1,0,"3"
"170",-18.4239886971119,4.65627272957602,-18.4239886971119,4.65627272957602,"type1","1",1,0,"3"
"171",-14.2553429235709,7.35247521332163,-14.2553429235709,7.35247521332163,"type1","1",1,0,"3"
"172",-5.79264085094288,0.378389366325112,-5.79264085094288,0.378389366325112,"type1","1",1,0,"3"
"173",-15.7559770148857,6.5961649236554,-15.7559770148857,6.5961649236554,"type1","1",1,0,"3"
"174",-9.05960298721058,9.36593343209998,-9.05960298721058,9.36593343209998,"type1","1",1,0,"3"
"175",-5.90464819082999,4.46708036386793,-5.90464819082999,4.46708036386793,"type1","1",1,0,"3"
"176",-19.3543140719849,3.44839909166192,-19.3543140719849,3.44839909166192,"type1","1",1,0,"3"
"177",-17.6282260015894,5.29592275099048,-17.6282260015894,5.29592275099048,"type1","1",1,0,"3"
"178",-9.54880116531624,3.00285406020028,-9.54880116531624,3.00285406020028,"type1","1",1,0,"3"
"179",-15.7547766990963,6.02283432592712,-15.7547766990963,6.02283432592712,"type1","1",1,0,"3"
"180",-12.8019029576413,4.84277961417764,-12.8019029576413,4.84277961417764,"type1","1",1,0,"3"
"181",-13.4187935997604,6.37348618860058,-13.4187935997604,6.37348618860058,"type1","1",1,0,"3"
"182",-3.47068715367362,8.59535237284375,-3.47068715367362,8.59535237284375,"type1","1",1,0,"3"
"183",-17.333651237884,5.22692977967358,-17.333651237884,5.22692977967358,"type1","1",1,0,"3"
"184",-6.86887010757784,2.42417493187727,-6.86887010757784,2.42417493187727,"type1","1",1,0,"3"
"185",-1.99377696178867,0.857361307826771,-1.99377696178867,0.857361307826771,"type1","1",1,0,"3"
"186",-5.76647757649737,6.27364292572294,-5.76647757649737,6.27364292572294,"type1","1",1,0,"3"
"187",-2.33940812818526,8.11452150026196,-2.33940812818526,8.11452150026196,"type1","1",1,0,"3"
"188",-8.62711312769596,4.99134835016801,-8.62711312769596,4.99134835016801,"type1","1",1,0,"3"
"189",-16.2067174994264,3.27213994198424,-16.2067174994264,3.27213994198424,"type1","1",1,0,"3"
"190",-13.3029081090119,1.60568482256752,-13.3029081090119,1.60568482256752,"type1","1",1,0,"3"
"191",-13.457733674935,3.56986725297335,-13.457733674935,3.56986725297335,"type1","1",1,0,"3"
"192",-0.8102886536835,1.50097645763695,-0.8102886536835,1.50097645763695,"type1","1",1,0,"3"
"193",-19.6531190868852,3.74956456669915,-19.6531190868852,3.74956456669915,"type1","1",1,0,"3"
"194",-19.5768837356801,1.33386643959404,-19.5768837356801,1.33386643959404,"type1","1",1,0,"3"
"195",-11.8987124160387,6.72290866226758,-11.8987124160387,6.72290866226758,"type1","1",1,0,"3"
"196",-7.36397982395822,6.80855718461078,-7.36397982395822,6.80855718461078,"type1","1",1,0,"3"
"197",-14.0960310254223,4.85521022310435,-14.0960310254223,4.85521022310435,"type1","1",1,0,"3"
"198",-18.869958487418,2.32200620318936,-18.869958487418,2.32200620318936,"type1","1",1,0,"3"
"199",-1.93101225187261,6.05812977503407,-1.93101225187261,6.05812977503407,"type1","1",1,0,"3"
"200",-3.94316291069557,8.13962494460025,-3.94316291069557,8.13962494460025,"type1","1",1,0,"3"
"201",-4.64811091287227,9.63786235045154,-4.64811091287227,9.63786235045154,"type1","1",1,0,"3"
"202",-2.83658891817251,0.218613438182398,-2.83658891817251,0.218613438182398,"type1","1",1,0,"3"
"203",-1.78576488765648,3.25075672403264,-1.78576488765648,3.25075672403264,"type1","1",1,0,"3"
"204",-2.90694579390583,7.02183815240169,-2.90694579390583,7.02183815240169,"type1","1",1,0,"3"
"205",-1.56385118818367,2.32234163540396,-1.56385118818367,2.32234163540396,"type1","1",1,0,"3"
"206",-10.0870015902013,7.89783204977088,-10.0870015902013,7.89783204977088,"type1","1",1,0,"3"
"207",-13.4744459927076,7.8158082500035,-13.4744459927076,7.8158082500035,"type1","1",1,0,"3"
"208",-2.51963902791969,4.63958826094213,-2.51963902791969,4.63958826094213,"type1","1",1,0,"3"
"209",-11.3894813864485,7.3922370852362,-11.3894813864485,7.3922370852362,"type1","1",1,0,"3"
"210",-12.0305694621611,0.2407366339296,-12.0305694621611,0.2407366339296,"type1","1",1,0,"3"
"211",-14.0747827843389,9.35592191029701,-14.0747827843389,9.35592191029701,"type1","1",1,0,"3"
"212",-6.53807750841742,3.92705244647969,-6.53807750841742,3.92705244647969,"type1","1",1,0,"3"
"213",-7.30214962507432,0.031550274608233,-7.30214962507432,0.031550274608233,"type1","1",1,0,"3"
"214",-3.99480471041363,2.75749462909666,-3.99480471041363,2.75749462909666,"type1","1",1,0,"3"
"215",-9.0648776772308,6.74223484353447,-9.0648776772308,6.74223484353447,"type1","1",1,0,"3"
"216",-8.17891144248511,5.03508213122029,-8.17891144248511,5.03508213122029,"type1","1",1,0,"3"
"217",-19.058896102916,9.23286082899187,-19.058896102916,9.23286082899187,"type1","1",1,0,"3"
"218",-13.8518544809176,9.09546371042462,-13.8518544809176,9.09546371042462,"type1","1",1,0,"3"
"219",-17.3977954037883,6.28471422381066,-17.3977954037883,6.28471422381066,"type1","1",1,0,"3"
"220",-18.3196426222511,7.73383339798382,-18.3196426222511,7.73383339798382,"type1","1",1,0,"3"
"221",-17.1905074511521,2.70627234378401,-17.1905074511521,2.70627234378401,"type1","1",1,0,"3"
"222",-9.47591571374347,6.31845484414178,-9.47591571374347,6.31845484414178,"type1","1",1,0,"3"
"223",-7.668356067052,2.46873485134338,-7.668356067052,2.46873485134338,"type1","1",1,0,"3"
"224",-19.1479465699078,6.02190384498187,-19.1479465699078,6.02190384498187,"type1","1",1,0,"3"
"225",-2.25045892150689,4.79486871233436,-2.25045892150689,4.79486871233436,"type1","1",1,0,"3"
"226",-2.30605689521527,1.33758369418077,-2.30605689521527,1.33758369418077,"type1","1",1,0,"3"
"227",-5.11666093509393,2.22114775134786,-5.11666093509393,2.22114775134786,"type1","1",1,0,"3"
"228",-0.740042316840178,0.717071438843041,-0.740042316840178,0.717071438843041,"type1","1",1,0,"3"
"229",-13.4641094268562,6.70958941732984,-13.4641094268562,6.70958941732984,"type1","1",1,0,"3"
"230",-6.69981699476884,4.3106540344561,-6.69981699476884,4.3106540344561,"type1","1",1,0,"3"
"231",-5.3605146671706,2.11222848322154,-5.3605146671706,2.11222848322154,"type1","1",1,0,"3"
"232",-5.035611401746,7.77304672302562,-5.035611401746,7.77304672302562,"type1","1",1,0,"3"
"233",-5.45364744201841,5.01986579289656,-5.45364744201841,5.01986579289656,"type1","1",1,0,"3"
"234",-12.785096018859,4.57793581618404,-12.785096018859,4.57793581618404,"type1","1",1,0,"3"
"235",-15.2530616564505,3.0006833479806,-15.2530616564505,3.0006833479806,"type1","1",1,0,"3"
"236",-13.4830094672292,3.14711339976047,-13.4830094672292,3.14711339976047,"type1","1",1,0,"3"
"237",-9.37977824010185,8.36454778253101,-9.37977824010185,8.36454778253101,"type1","1",1,0,"3"
"238",-1.96927849540007,3.3986376540208,-1.96927849540007,3.3986376540208,"type1","1",1,0,"3"
"239",-12.0564515537495,7.70110558333778,-12.0564515537495,7.70110558333778,"type1","1",1,0,"3"
"240",-18.0691936387684,3.00747857101828,-18.0691936387684,3.00747857101828,"type1","1",1,0,"3"
"241",-12.226842758049,7.83607452493106,-12.226842758049,7.83607452493106,"type1","1",1,0,"3"
"242",-6.71710398566293,7.0881515726531,-6.71710398566293,7.0881515726531,"type1","1",1,0,"3"
"243",-9.25250512276937,2.81944434571741,-9.25250512276937,2.81944434571741,"type1","1",1,0,"3"
"244",-13.9804820071464,8.64776621279594,-13.9804820071464,8.64776621279594,"type1","1",1,0,"3"
"245",-8.25416956715171,1.65473132874569,-8.25416956715171,1.65473132874569,"type1","1",1,0,"3"
"246",-2.4486245153458,3.59814670666177,-2.4486245153458,3.59814670666177,"type1","1",1,0,"3"
"247",-6.74889785993586,9.24364955929411,-6.74889785993586,9.24364955929411,"type1","1",1,0,"3"
"248",-12.7731715842307,8.19525715413836,-12.7731715842307,8.19525715413836,"type1","1",1,0,"3"
"249",-16.151824190466,7.24572173255423,-16.151824190466,7.24572173255423,"type1","1",1,0,"3"
"250",-18.7361826332566,3.57706779758721,-18.7361826332566,3.57706779758721,"type1","1",1,0,"3"
"251",-12.6933090232683,6.17425360248839,-12.6933090232683,6.17425360248839,"type1","1",1,0,"3"
"252",-3.71440716423624,0.909689731072357,-3.71440716423624,0.909689731072357,"type1","1",1,0,"3"
"253",-3.55175921269945,6.75857375789381,-3.55175921269945,6.75857375789381,"type1","1",1,0,"3"
"254",-12.4303639908444,9.67818847468251,-12.4303639908444,9.67818847468251,"type1","1",1,0,"3"
"255",-19.3272317467603,9.60119708546157,-19.3272317467603,9.60119708546157,"type1","1",1,0,"3"
"256",-12.0565586142865,2.47291371983854,-12.0565586142865,2.47291371983854,"type1","1",1,0,"3"
"257",-1.6294950568509,7.05731823924599,-1.6294950568509,7.05731823924599,"type1","1",1,0,"3"
"258",-15.1689692818661,2.78550383149959,-15.1689692818661,2.78550383149959,"type1","1",1,0,"3"
"259",-0.427657778153087,5.27713069401357,-0.427657778153087,5.27713069401357,"type1","1",1,0,"3"
"260",-12.9367544530563,0.0617416445491547,-12.9367544530563,0.0617416445491547,"type1","1",1,0,"3"
"261",-11.935024668811,1.29579774244889,-11.935024668811,1.29579774244889,"type1","1",1,0,"3"
"262",-8.60402116809074,0.151497321788736,-8.60402116809074,0.151497321788736,"type1","1",1,0,"3"
"263",-4.52405596544508,4.08962264348745,-4.52405596544508,4.08962264348745,"type1","1",1,0,"3"
"264",-4.16867645226068,1.44664438196454,-4.16867645226068,1.44664438196454,"type1","1",1,0,"3"
"265",-2.85907539947259,9.24683391523089,-2.85907539947259,9.24683391523089,"type1","1",1,0,"3"
"266",-2.52853940113327,0.522847852313063,-2.52853940113327,0.522847852313063,"type1","1",1,0,"3"
"267",-3.50363013817775,5.12286183996644,-3.50363013817775,5.12286183996644,"type1","1",1,0,"3"
"268",-15.7995275807809,0.374010989772096,-15.7995275807809,0.374010989772096,"type1","1",1,0,"3"
"269",-5.1877431066565,6.28115198431649,-5.1877431066565,6.28115198431649,"type1","1",1,0,"3"
"270",-0.80552075213118,4.69011194121149,-0.80552075213118,4.69011194121149,"type1","1",1,0,"3"
"271",-18.2735116642837,1.33926125965632,-18.2735116642837,1.33926125965632,"type1","1",1,0,"3"
"272",-16.2546652061992,2.09596178299684,-16.2546652061992,2.09596178299684,"type1","1",1,0,"3"
