	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
14	-0.2555225	-0.4674477	1.3667289	-0.51417136	-0.7219323	1.4013795	-0.24003702	-0.32991898	0.99203664	-0.8302258	-0.27423525	0.275971	0.70924515	-0.6508162	1.7719527	-0.35750085	2.904587	1.4706354	-3.002412	2.773699	-2.26051	-1.2607292	3.3662794	2.0470662	-1.6736714	-2.8957906	-1.083761	-0.7300298	2.6713972	3.089992	1.995513	3.9000063
15	-0.28372312	-0.48553032	1.4044719	-0.5650432	-0.73262215	1.427949	-0.28851092	-0.3145343	1.0189245	-0.83463883	-0.29578048	0.26021206	0.5675093	-0.649879	1.8128848	-0.3072244	2.8964245	1.5901196	-3.0187988	2.8011832	-2.2144985	-1.2563018	3.3809788	2.0634103	-1.6395805	-2.874663	-1.0208606	-0.8562287	2.725031	3.0940619	1.9687647	3.9067225
16	-0.3184439	-0.50696826	1.4319488	-0.600021	-0.7411461	1.4408406	-0.33627152	-0.28865135	1.044701	-0.83700573	-0.32539052	0.22153263	0.43857443	-0.64101356	1.8112698	-0.25159895	3.0386264	1.7889674	-3.1925457	2.9773571	-2.2714427	-1.3159727	3.5577488	2.1908567	-1.6960955	-3.0041842	-1.0125238	-1.0391518	2.9236798	3.2641299	2.0395691	4.1132445
17	-0.49520725	-0.5948616	1.160607	-0.27066737	-0.6983912	1.0780293	-0.43136513	0.043520186	1.0084633	-0.7790871	-0.5179386	-0.34301615	0.650003	-0.36101526	0.7176897	-0.1715672	2.739811	1.1839222	-2.7608125	2.6525211	-1.8537068	-1.3758928	2.7714024	1.8908844	-1.7834469	-2.7271338	-1.2995657	-0.54335105	2.433271	2.9076715	1.9090403	3.2858498
18	-0.45788598	-0.5821359	1.2935647	-0.4454617	-0.7227781	1.2332321	-0.42315358	-0.06826955	1.0503708	-0.8065534	-0.47395074	-0.18296427	0.49747047	-0.47440946	1.1300963	-0.15824807	2.7029757	1.4629822	-2.8169966	2.7047384	-1.8214777	-1.2913868	2.9444346	1.9048566	-1.6450359	-2.6992505	-1.0622232	-0.8373902	2.5638468	2.9441252	1.8029635	3.4463937
19	-0.4055875	-0.56087136	1.5035307	-0.6845199	-0.7628507	1.4727377	-0.4533223	-0.21201158	1.1118158	-0.84274757	-0.40036005	0.1151855	0.06453684	-0.61576486	1.8059889	-0.067561805	3.0257692	2.1895192	-3.2692764	3.097951	-2.0739653	-1.2942432	3.5680256	2.2798936	-1.616897	-2.9551837	-0.8064046	-1.5365628	3.1390126	3.324804	1.9305766	4.1530094
20	-0.43540555	-0.5787597	1.5074077	-0.6917226	-0.76596904	1.4617568	-0.4826557	-0.1739173	1.1276805	-0.8416029	-0.42911392	0.054441392	-0.014219046	-0.596353	1.7438978	-0.009565234	2.9903922	2.3003924	-3.2622871	3.1099617	-1.9653894	-1.2773015	3.5226347	2.2811465	-1.5817686	-2.9091706	-0.73120475	-1.6850915	3.1848216	3.3155165	1.8649669	4.1104074
21	-0.47302037	-0.59908247	1.4490106	-0.6396265	-0.7573598	1.3831093	-0.49529672	-0.09795219	1.1235281	-0.8307575	-0.47265977	-0.08449155	0.061267816	-0.5386969	1.4913731	0.0056101047	2.8779244	2.2714162	-3.1568053	3.037987	-1.7683831	-1.2578825	3.3379126	2.1889129	-1.5413773	-2.7947097	-0.68571097	-1.690437	3.113326	3.2151785	1.7610077	3.897334
22	-0.4832964	-0.6077037	1.5177792	-0.7090285	-0.7721958	1.4467918	-0.53204906	-0.10560697	1.1555941	-0.840173	-0.47473717	-0.044781923	-0.15789002	-0.56316507	1.6503302	0.102565885	3.0085166	2.5751486	-3.3390718	3.2217853	-1.8040055	-1.2826319	3.5314448	2.3427703	-1.5661774	-2.904964	-0.61141545	-2.0070953	3.3649404	3.3936493	1.78716	4.1361084
23	-0.50091183	-0.61840636	1.5221138	-0.71638167	-0.77471244	1.4413267	-0.5505054	-0.077623904	1.1663707	-0.8396589	-0.49146354	-0.081011534	-0.21157992	-0.54984915	1.615602	0.14805585	2.9757752	2.5992684	-3.313432	3.206164	-1.7440789	-1.2699004	3.4874778	2.3249145	-1.5456921	-2.868088	-0.5803392	-2.0462534	3.360714	3.3682823	1.7485969	4.086518
24	-0.52380013	-0.62798345	1.4171935	-0.6217642	-0.7565285	1.3228228	-0.5373535	0.0034894103	1.1369903	-0.8224554	-0.5241579	-0.21782094	-0.011094868	-0.4730757	1.2749138	0.09410947	2.8172596	2.2979848	-3.105939	3.025528	-1.5823196	-1.2678822	3.2104683	2.126242	-1.5362135	-2.7244177	-0.6569106	-1.7321281	3.08124	3.1836061	1.6930879	3.7353528
25	-0.5400401	-0.63787264	1.4204596	-0.6315159	-0.75918525	1.3166909	-0.55586386	0.034283716	1.1471828	-0.8218059	-0.53916997	-0.24833262	-0.07510471	-0.45706612	1.2393073	0.1397522	2.8463466	2.3948586	-3.1560888	3.0828948	-1.5593294	-1.2774308	3.2500918	2.160598	-1.5476639	-2.7475126	-0.6344159	-1.8316076	3.1497796	3.238475	1.6915377	3.7795389
26	-0.56155956	-0.6583372	1.6491158	-0.8222028	-0.8041904	1.5319571	-0.65099263	-0.011166811	1.2456688	-0.8527347	-0.5369956	-0.10912818	-0.5809589	-0.55680597	1.8019853	0.4575491	2.677568	2.640021	-3.0475318	2.9837027	-1.4221362	-1.1229737	3.161786	2.145337	-1.3604167	-2.545276	-0.38781667	-2.1760652	3.1932416	3.0961843	1.4794983	3.7051673
27	-0.567534	-0.6571021	1.4817294	-0.70000637	-0.77437997	1.3615001	-0.60320354	0.067750104	1.1873465	-0.8291308	-0.5598936	-0.25944418	-0.29825848	-0.45978808	1.3224695	0.27870834	2.6719196	2.526201	-3.0313091	2.9843972	-1.3572726	-1.1694485	3.0993705	2.0861735	-1.4231597	-2.5593884	-0.47664073	-2.0270019	3.1041355	3.1139216	1.5160611	3.6018512
28	-0.5775164	-0.66168034	1.4468672	-0.6730237	-0.76917464	1.3204657	-0.60373974	0.10231868	1.1792467	-0.8230983	-0.57229316	-0.30489033	-0.25793362	-0.42752296	1.20233	0.27222148	2.697214	2.543349	-3.0633473	3.0222704	-1.343961	-1.1915581	3.1159105	2.0964344	-1.4560392	-2.5872965	-0.50100344	-2.0324755	3.1231506	3.159325	1.5355064	3.6153398
29	-0.5911926	-0.6708766	1.4674641	-0.69734734	-0.774876	1.332352	-0.6238339	0.12460121	1.1956215	-0.82516944	-0.5835859	-0.31825823	-0.33986866	-0.42217088	1.2160542	0.3351899	2.8063831	2.8032486	-3.229548	3.2005732	-1.3384672	-1.2208126	3.2737997	2.2142558	-1.5035512	-2.681681	-0.4594252	-2.2773476	3.3344123	3.3348727	1.5618902	3.7963767
30	-0.6108546	-0.68517286	1.5259595	-0.75221014	-0.7880993	1.377558	-0.65959644	0.14730614	1.2304788	-0.83223224	-0.59766304	-0.3185181	-0.49197012	-0.43121874	1.3115507	0.4613463	2.6956503	2.9049969	-3.1634338	3.1516972	-1.2338308	-1.1373441	3.2052116	2.1769483	-1.4190886	-2.555604	-0.3460766	-2.3985677	3.3247988	3.2554219	1.4550434	3.712732
31	-0.60726833	-0.6785683	1.420777	-0.66442806	-0.76869655	1.2754742	-0.6293259	0.17840159	1.186514	-0.8166595	-0.60217047	-0.38045377	-0.30545062	-0.37159473	1.0477021	0.34024528	2.6621864	2.675827	-3.0689209	3.0528805	-1.2080407	-1.1681448	3.07976	2.0928636	-1.458088	-2.540504	-0.4563713	-2.1587894	3.1666136	3.1918721	1.4883939	3.572291
32	-0.6098578	-0.67778146	1.3745189	-0.62316173	-0.7605668	1.2279024	-0.6215784	0.2011997	1.1689192	-0.80894554	-0.6076142	-0.413202	-0.23004776	-0.3384686	0.923477	0.3055146	2.648197	2.595399	-3.0340567	3.0212457	-1.1923686	-1.1754034	3.0240111	2.0663304	-1.4835579	-2.5217133	-0.50114226	-2.062771	3.113887	3.1658304	1.5052367	3.5179112
33	-0.62439036	-0.68813014	1.4027414	-0.65878785	-0.76816386	1.2463975	-0.64427406	0.22514199	1.1898533	-0.8123079	-0.61927193	-0.42349297	-0.33331126	-0.33437723	0.95035666	0.38160646	2.5737212	2.6608171	-2.984139	2.9856806	-1.0997751	-1.1241204	2.9682362	2.0367084	-1.4315335	-2.445557	-0.42973676	-2.140271	3.100806	3.1215453	1.4380684	3.449352
34	-0.6682406	-0.72185403	1.5587186	-0.7985357	-0.80212414	1.3688459	-0.7244954	0.27887687	1.2806168	-0.83192927	-0.650488	-0.41677654	-0.6651873	-0.36618286	1.2142606	0.71084225	2.6767623	3.175008	-3.245842	3.283282	-1.0714508	-1.0882349	3.2514656	2.2103658	-1.4428719	-2.5176861	-0.2537807	-2.5954554	3.45345	3.3607914	1.4305296	3.738625
35	-0.66436774	-0.71671546	1.4872739	-0.7500872	-0.7896837	1.3017032	-0.7055996	0.29509935	1.250478	-0.8218757	-0.6514417	-0.45078254	-0.5765127	-0.32473135	1.0390092	0.61688316	2.6352966	3.0685978	-3.1676862	3.213395	-1.0231684	-1.0896006	3.1488464	2.1640792	-1.4529798	-2.4828317	-0.29700896	-2.4868262	3.3668973	3.3079405	1.4330883	3.6380413
36	-0.63525003	-0.6905595	1.3257488	-0.59577644	-0.75591725	1.1632879	-0.64129466	0.27857387	1.1648049	-0.7981876	-0.6336743	-0.4846654	-0.2472502	-0.26425433	0.72698104	0.3527931	2.4405396	2.4165092	-2.7964509	2.8108637	-0.99477714	-1.0855356	2.7175038	1.9149684	-1.4388459	-2.2886584	-0.49879318	-1.8820481	2.88562	2.9462852	1.4121251	3.1983085
37	-0.7222402	-0.7581236	1.6233333	-0.8567458	-0.8213078	1.3876345	-0.78880584	0.41260886	1.3442527	-0.8354598	-0.69884706	-0.4919606	-0.8150337	-0.3109808	1.1951396	1.0357338	2.406296	3.0615866	-2.9822452	3.0606656	-0.8125189	-0.9440446	2.9320257	2.0127966	-1.3593035	-2.2338119	-0.17874876	-2.4460633	3.2151492	3.1069367	1.2995943	3.3781435
38	-0.7298057	-0.76160973	1.5804963	-0.840816	-0.81637824	1.3396387	-0.78881025	0.45288515	1.3346674	-0.82870275	-0.7086326	-0.5295081	-0.8009052	-0.2629336	1.0511274	1.0246543	2.4420223	3.123859	-3.0276647	3.1170025	-0.79102665	-0.9568171	2.9555044	2.0421615	-1.4005378	-2.2604482	-0.18766582	-2.4784148	3.273466	3.1606278	1.3291872	3.4202855
39	-0.7075211	-0.7426045	1.4605486	-0.76073045	-0.7933426	1.2428964	-0.74673545	0.4262296	1.2715784	-0.8132263	-0.69349694	-0.5450158	-0.6632077	-0.22111142	0.82278395	0.78232056	2.5795379	3.2068183	-3.1532016	3.254479	-0.81569594	-1.0362248	3.048207	2.144517	-1.5109868	-2.3851876	-0.25920093	-2.5216436	3.4086769	3.3166153	1.4358506	3.5568562
40	-0.7074008	-0.74056333	1.4189947	-0.73352677	-0.78654146	1.202962	-0.74015343	0.4402438	1.255154	-0.8064518	-0.69533443	-0.5637491	-0.62525827	-0.18912	0.71919566	0.74193174	2.700931	3.3229089	-3.2885342	3.396167	-0.84724385	-1.0911541	3.165033	2.240663	-1.5942196	-2.494448	-0.29219982	-2.602735	3.5516267	3.4625006	1.51455	3.706828
41	-0.7015003	-0.7340379	1.3647479	-0.689809	-0.7762015	1.1551465	-0.72547066	0.4413274	1.2288265	-0.79782987	-0.6922945	-0.57748014	-0.5539264	-0.15956783	0.60658646	0.66479564	2.4583004	2.9222188	-2.9603634	3.0579758	-0.77466947	-1.009915	2.8239946	2.028959	-1.4789422	-2.2648573	-0.32182556	-2.269171	3.1790996	3.1244433	1.4012649	3.3336468
42	-0.7549702	-0.7732211	1.4633312	-0.80007714	-0.80425775	1.2056934	-0.79784876	0.5787027	1.3121818	-0.8075716	-0.7379351	-0.62729716	-0.7807436	-0.10378885	0.6520908	1.0446852	2.4004424	3.0911803	-2.9741063	3.0954502	-0.66364515	-0.93806773	2.8108497	1.9996743	-1.4602612	-2.1961842	-0.22485065	-2.3833807	3.2388532	3.116089	1.3510351	3.3286846
43	-0.76900125	-0.781907	1.4514275	-0.8064352	-0.8059609	1.1816901	-0.8113592	0.63315874	1.3205976	-0.80348146	-0.7515908	-0.65553033	-0.8051447	-0.050403118	0.5661038	1.122481	2.2707057	2.9030302	-2.809166	2.9364476	-0.6041659	-0.892091	2.6221287	1.8897388	-1.4162225	-2.0684738	-0.23668706	-2.2132535	3.0567157	2.9414997	1.2963822	3.1321156
44	-0.74900895	-0.7643975	1.3610855	-0.7367372	-0.78690946	1.1140071	-0.77952397	0.59199363	1.2673813	-0.79067296	-0.7361404	-0.65546	-0.7027311	-0.029408336	0.42494512	0.9161209	2.4347575	3.0275526	-2.9868655	3.1289735	-0.640433	-0.96947026	2.7520819	2.0197947	-1.5508809	-2.208977	-0.30477247	-2.280676	3.2357376	3.1284769	1.4145025	3.323652
45	-0.70566094	-0.730459	1.2567981	-0.60931796	-0.7584424	1.0476773	-0.7163976	0.48949826	1.1878908	-0.77693415	-0.7004196	-0.6274935	-0.45935696	-0.058166444	0.3349764	0.5995573	2.4257064	2.6784034	-2.8682725	2.988546	-0.7436038	-1.026672	2.6330206	1.987322	-1.5833246	-2.209288	-0.46572065	-1.9981295	3.0372796	3.0340223	1.4440775	3.2106159
46	-0.74192894	-0.7545649	1.266377	-0.6653614	-0.7695394	1.0295151	-0.76154244	0.5991679	1.2232224	-0.7735215	-0.73289806	-0.6773805	-0.6127916	0.03790291	0.22744063	0.8001342	2.44786	2.9117115	-2.9633105	3.119856	-0.64964414	-1.0008527	2.6838832	2.025388	-1.6192238	-2.2121649	-0.38933963	-2.1526308	3.1862068	3.1102746	1.4556845	3.2902026
47	-0.7815842	-0.7820949	1.2836971	-0.73211503	-0.78403133	1.0126185	-0.8098968	0.7349932	1.2688578	-0.770192	-0.7686646	-0.728628	-0.7550512	0.15251556	0.111633435	1.0673184	2.2098126	2.6813793	-2.6962907	2.8863416	-0.5468945	-0.91791767	2.410936	1.8383904	-1.533943	-1.9844207	-0.34244838	-1.9539126	2.9094203	2.8207037	1.3363872	2.958114
48	-0.7323427	-0.74299955	1.1782032	-0.58283806	-0.7516333	0.951885	-0.7416706	0.5970266	1.1781335	-0.756522	-0.72723454	-0.69254917	-0.50359243	0.09117716	0.058925655	0.6852155	2.3092494	2.5778542	-2.7392397	2.893778	-0.66256714	-0.9821384	2.467397	1.8979686	-1.5716107	-2.0905879	-0.46086618	-1.884399	2.91371	2.89244	1.3941795	3.0472353
49	-0.7666788	-0.7659911	1.1736342	-0.63718605	-0.76131153	0.9202411	-0.78385067	0.7153066	1.2089037	-0.7495525	-0.75822145	-0.7391108	-0.6447136	0.20432375	-0.07875383	0.88922554	2.4171712	2.8077943	-2.9002702	3.1464407	-0.6207241	-1.048459	2.5757558	2.0071201	-1.7407907	-2.170061	-0.44043818	-2.0227036	3.1133802	3.0482318	1.4908427	3.1761742
50	-0.7676445	-0.76427436	1.1300646	-0.6070787	-0.75416344	0.87706286	-0.78203535	0.7333491	1.1908085	-0.7394865	-0.7600779	-0.7517622	-0.6239495	0.2470174	-0.16799414	0.86924577	2.4135895	2.7229316	-2.8619657	3.1353931	-0.6349317	-1.074048	2.5372322	1.998996	-1.7741497	-2.1686692	-0.4808883	-1.9516053	3.0633373	3.0191908	1.5052859	3.1343384
51	-0.6275865	-0.6642864	1.0236806	-0.23541099	-0.6938011	0.86693364	-0.58816195	0.3630197	1.0252204	-0.73529243	-0.6404863	-0.6076436	0.2731346	-0.04445821	0.05212006	0.12656063	2.5893278	1.4960862	-2.6588662	2.7150872	-1.2913064	-1.3364933	2.3637931	1.9006196	-1.8945109	-2.3555632	-1.2083174	-0.8795937	2.4809268	2.7918096	1.7534825	2.900706
52	-0.64847636	-0.67703444	1.015855	-0.26337522	-0.6973535	0.84663403	-0.61631894	0.416326	1.0363964	-0.73076963	-0.65872395	-0.6375096	0.15773268	0.011423499	-0.02660197	0.20270246	2.5312648	1.6253988	-2.6363027	2.7252338	-1.1584805	-1.284928	2.3310397	1.8862938	-1.8659946	-2.2883332	-1.1106406	-1.0121838	2.5203743	2.7905605	1.6797351	2.8856237
53	-0.75243586	-0.74567705	0.99471503	-0.46321607	-0.7244414	0.75488925	-0.75470376	0.72561175	1.1118689	-0.7093673	-0.7488065	-0.7670492	-0.47771567	0.31614935	-0.34389842	0.70348537	2.2771738	2.1105967	-2.5060148	2.8585992	-0.7028298	-1.1254998	2.2282205	1.837247	-1.7916336	-2.0699036	-0.693938	-1.4526074	2.6400144	2.7114115	1.4867966	2.7635465
54	-0.7569109	-0.7459381	0.94828004	-0.432135	-0.7172364	0.7042631	-0.7583013	0.75716496	1.0926712	-0.69624543	-0.7531253	-0.7822784	-0.47896856	0.3699281	-0.4160686	0.7110631	2.3137186	2.0773084	-2.5131874	2.8971052	-0.72494143	-1.1609476	2.241261	1.8593333	-1.8432252	-2.1088898	-0.7419312	-1.4140174	2.6478574	2.7334409	1.5258806	2.7728236
55	-0.70652556	-0.709554	0.9334828	-0.28951418	-0.6968415	0.7255013	-0.69023144	0.6014671	1.0401217	-0.7012012	-0.7100452	-0.7316822	-0.15967935	0.2331661	-0.3223744	0.42495626	2.3476098	1.6721953	-2.4223511	2.667169	-0.9226793	-1.2336671	2.130184	1.8177198	-1.8158594	-2.1442974	-0.9742951	-1.0734313	2.4437716	2.6402016	1.5567516	2.6609495
56	-0.7515668	-0.73587924	0.8550625	-0.32769853	-0.69682735	0.611762	-0.7476777	0.77162576	1.0385095	-0.6709497	-0.7490457	-0.79625946	-0.40961862	0.43154794	-0.5108939	0.6431882	2.3928576	1.9182537	-2.4967864	2.9155757	-0.81403595	-1.2461278	2.2480676	1.8962756	-1.930521	-2.2074964	-0.89659286	-1.2445165	2.6259217	2.7520974	1.6174403	2.7504838
57	-0.7405176	-0.7251988	0.8180041	-0.2554894	-0.6848744	0.58081764	-0.73172724	0.74794006	1.0080551	-0.6619788	-0.73975015	-0.7931038	-0.3269571	0.4285412	-0.5285946	0.5658745	2.3607717	1.7240641	-2.3963833	2.7999241	-0.862999	-1.2662711	2.1607034	1.8534188	-1.9100223	-2.1918452	-0.980603	-1.0715767	2.5013754	2.6571465	1.6213615	2.6245673
58	-0.62836957	-0.6562674	0.9191428	-0.090418756	-0.67095304	0.75938404	-0.5802707	0.40107754	0.97359884	-0.7084941	-0.6440868	-0.64651823	0.37607676	0.04765117	-0.16172731	0.08423466	2.5183847	1.3150865	-2.528461	2.5984964	-1.3000563	-1.3403344	2.2275636	1.8421344	-1.8807969	-2.2901385	-1.2692559	-0.71461344	2.3266258	2.648688	1.748749	2.730183
59	-0.7525966	-0.72374964	0.6779359	-0.14323258	-0.6597848	0.41966823	-0.7456289	0.840578	0.9400739	-0.6129595	-0.7499492	-0.8292867	-0.37222773	0.58220035	-0.6632548	0.6002034	2.3477497	1.5165855	-2.2608376	2.7527661	-0.91141117	-1.3059108	2.1152277	1.839887	-1.9421793	-2.2243733	-1.1112839	-0.82825136	2.4048035	2.552467	1.6953871	2.4683058
60	-0.68798083	-0.68389845	0.76981616	-0.03479588	-0.6550206	0.565317	-0.6577007	0.6069753	0.9367097	-0.65639853	-0.6957843	-0.7532612	0.07552134	0.32072976	-0.48957235	0.28164813	2.3869848	1.3245921	-2.2824438	2.59867	-1.0605181	-1.3902217	2.0202184	1.8315004	-1.9296117	-2.2145772	-1.2412171	-0.7109029	2.26618	2.527852	1.7011002	2.4194462
61	-0.74932384	-0.7110951	0.5465379	0.021436052	-0.6284812	0.27420673	-0.7416156	0.8800215	0.8596051	-0.5629938	-0.7468817	-0.84714675	-0.34487683	0.6807454	-0.73968196	0.5571583	2.3029091	1.2605612	-2.0539873	2.6082518	-0.9440456	-1.3377014	1.9992132	1.7936614	-1.9326491	-2.1899252	-1.2431686	-0.55217266	2.2167726	2.380455	1.7289453	2.2564797
62	-0.7327313	-0.6956006	0.51436394	0.12682094	-0.61300135	0.24991618	-0.7195498	0.8374598	0.8250349	-0.55346155	-0.7330437	-0.83983374	-0.23217481	0.6568022	-0.74066913	0.45828855	2.4309504	1.2524065	-2.1156554	2.710616	-1.016149	-1.4336414	2.0775163	1.8863711	-2.0462575	-2.307337	-1.3652235	-0.4988569	2.2814329	2.4694567	1.8404365	2.326117
63	-0.7409735	-0.6918981	0.38688257	0.2292524	-0.5859975	0.09907735	-0.7338034	0.91274333	0.75587445	-0.49401504	-0.73990464	-0.8633196	-0.30403924	0.7857366	-0.8048037	0.49377617	2.26367	1.0622985	-1.8732705	2.4719365	-0.95163995	-1.3588475	1.8939675	1.7439389	-1.9241383	-2.140372	-1.3392047	-0.34292793	2.042482	2.2319107	1.7377121	2.0853083
64	-0.7252216	-0.67718184	0.36198243	0.31540105	-0.5717007	0.0821676	-0.7134444	0.8712709	0.72636926	-0.4859743	-0.7270036	-0.8564677	-0.20007527	0.7591849	-0.80308145	0.40693232	2.4183717	1.0324953	-1.9320593	2.5801394	-1.0402243	-1.4799026	1.9789197	1.8480111	-2.0674067	-2.2744124	-1.49696	-0.26369652	2.0990205	2.3246365	1.8709606	2.15791
65	-0.678288	-0.65430295	0.5134784	0.31581375	-0.58915555	0.28599417	-0.6434371	0.67716855	0.77908164	-0.5644665	-0.68841445	-0.7989434	0.1836989	0.5073887	-0.68861353	0.19072188	2.716376	0.99380076	-2.2216952	2.7469664	-1.3365802	-1.7406118	2.1212595	2.0619957	-2.3000505	-2.5257208	-1.8027717	-0.2208671	2.2253938	2.5671663	2.1030805	2.3582857
